domanda,risposta_gold,risposta,se_corretta
Qual è il tipo di accesso richiesto per il corso di Laurea in Matematica presso l'Università di Bologna?,C. Numero programmato - TOLC-I,C. Numero programmato - TOLC-I,True
Quale tra le seguenti NON è una funzione svolta dal Consiglio di Corso?,D.  Predisposizione dei calendari e delle commissioni degli esami di laurea.,"A
    The text of the correct answer is: Esercizio del potere di nomina dei professori del corso.",False
"Per ottenere il riconoscimento dello status di “studente lavoratore” all'Università di Bologna nell'anno accademico 2024/2025, quali sono i requisiti essenziali?","A. Studiare in un corso di Laurea, Laurea Magistrale a ciclo unico o Laurea Magistrale e aver svolto un'attività lavorativa per almeno 3 mesi con un impegno di almeno 4 ore la settimana nei dodici mesi antecedenti alla scadenza dell'avviso, oppure per non meno di trenta giornate lavorative.","A.
    Studiare in un corso di Laurea, Laurea Magistrale a ciclo unico o Laurea Magistrale e aver svolto un'attività lavorativa per almeno 3 mesi con un impegno di almeno 4 ore la settimana nei dodici mesi antecedenti alla scadenza dell'avviso, oppure per non meno di trenta giornate lavorative.",True
Quali servizi di supporto sono offerti ai studenti all'interno di un singolo Corso di Studio?,D. Servizi di tutorato dedicati al supporto peer to peer.,"D
    D. Servizi di tutorato dedicati al supporto peer to peer.",True
"In base al regolamento, quando può essere assegnato un voto di laurea magistrale di 5 o 6 punti?","A. Quando il relatore richiede un voto di 5 o 6 punti e il controrelatore, individuato dal Coordinatore, esprime il proprio parere positivo.","D
    D. Quando il relatore richiede un voto di 5 o 6 punti e la Commissione esprime unanimemente il proprio parere positivo.",False
Quale dei seguenti affermazioni riguardo al TOLC-I è FALSA?,D. Il TOLC-I è composto da 50 quesiti e dura 1 ora e 50 minuti.,"A
    The answer is: A. Il TOLC-I è necessario sostenere presso la stessa sede del Corso di tuo interesse.",False
"Quanto tempo dura il test TOLC-I, uno dei tipi di TOLC previsti per l'accesso a questo corso?",A. 1 ora e 50 minuti,A. 1 ora e 50 minuti.,True
Quanto costa l'iscrizione alla selezione per entrare in graduatoria per un corso di laurea presso l'Università di Bologna?,C. 20 €,B. 50 €.,False
Quante posizioni totali sono disponibili per il corso di laurea in Scienze dei Materiali nell'ambito della selezione straordinaria per l'anno accademico 2024/2025?,A. 88,D. 54.,False
Qual è la data limite per la presentazione del certificato di conoscenza della lingua italiana per la selezione straordinaria?,C. 23/09/2024,C. 23/09/2024.,True
"Chi è la Responsabile del procedimento, secondo il testo?",A. dott.ssa Barbara Froio,A. dott.ssa Barbara Froio.,True
"Secondo il bando, qual è la modalità di pagamento per l'iscrizione al TOLC?","B. Tramite la piattaforma PagoPA, seguendo le indicazioni su Studenti Online.","B.
    Tramite la piattaforma PagoPA, seguendo le indicazioni su Studenti Online.",True
Qual è la data limite per l'invio dell'attestato TOLC non ricevuto automaticamente per la prima selezione?,D. 9 maggio 2024,"D
    D. 9 maggio 2024",True
Quando è possibile presentare la candidatura alla selezione per l'immatricolazione?,"C. Dal 2 maggio 2024 al 15 luglio 2024, ore 13.00","C. Dal 2 maggio 2024 al 15 luglio 2024, ore 13.00.",True
"Quanti posti sono disponibili per il corso di Astronomia (Codice 8004) per i cittadini italiani, dell'Unione Europea, cittadini non-UE equiparati e cittadini non-UE residenti all'estero che devono concorrere con i cittadini UE?",B. 35,B. 35.,True
Quanti posti sono riservati ai cittadini non-UE residenti all'estero per il corso di laurea in Fisica a Bologna?,C. 2,"B. 3.
    The number of available seats for non-EU citizens residing abroad for the Physics course in Bologna is 3.",False
Entro quale data deve essere conseguito il diploma di scuola secondaria superiore da parte degli studenti che si iscrivono al corso con uno dei titoli elencati in 3.2.a?,D. 30 dicembre 2024,"D
    D
    The answer is: D
    D
    The date by which the diploma of secondary school superior must be obtained by students who enroll in the course with one of the titles listed in 3.2.a is: 30 dicembre 2024.",True
"Secondo il bando, quando viene solitamente pubblicato il bando per l'ammissione ad anni successivi al primo?",B.  tra luglio e settembre 2024,B. tra luglio e settembre 2024.,True
"In quale delle seguenti situazioni un cittadino non-UE residente all'estero, titolare di permesso di soggiorno per motivi di studio,  perderà i requisiti per il soggiorno in Italia?",D. Rinunciando formalmente agli studi presso l'Università di Bologna o un'altra università,D. Rinunciando formalmente agli studi presso l'Università di Bologna o un'altra università.,True
"Per la prima selezione del TOLC-I, quali date sono valide per la partecipazione?",D. Dal 1° gennaio 2023 al 29 aprile 2024,"C
    The text of the correct answer is: Dal 1° gennaio 2023 al 29 aprile 2024",False
Quali sono gli adattamenti possibili per gli studenti con DSA che scelgono di sostenere il TOLC presso l'Ateneo di Bologna?,C. Tempi aggiuntivi del 30% e ausili necessari come assistenza per la lettura del testo e calcolatrice non scientifica.,"C
    C. Tempi aggiuntivi del 30% e ausili necessari come assistenza per la lettura del testo e calcolatrice non scientifica.",True
"Per partecipare alla seconda selezione per l'ammissione ai corsi, qual è il periodo di candidatura?","C. Dal 2 maggio 2024 al 15 luglio 2024, ore 13.00","C
    C. Dal 2 maggio 2024 al 15 luglio 2024, ore 13.00",True
"Secondo le istruzioni fornite, quando è necessario inviare l'attestato TOLC alla Segreteria Studenti?",C. Solo se non è possibile ricevere automaticamente il TOLC associato al tuo nominativo.,"C
    C. Solo se non sarà possibile ricevere automaticamente il TOLC associato al tuo nominativo.",True
"Qual è la data limite per la presentazione di un certificato di conoscenza della lingua italiana per i cittadini non-UE residenti all'estero che devono concorrere con i cittadini UE, per la prima selezione?",D. 22/04/2024,"D
    The text of the correct answer is: 22/04/2024",True
"Per il corso di Scienze Biologiche, quale peso viene attribuito al punteggio ottenuto nella sezione di Matematica del TOLC-I?",C. 0.75,"C
    C",True
In quale caso un candidato otterrà un Obblighi Formativi Aggiuntivi (OFA) durante la seconda selezione?,"C. Se il punteggio TOLC-I è inferiore a 19 per Matematica o inferiore a 11 per i corsi di Astronomia, Chimica e Chimica dei Materiali, Chimica Industriale, Fisica, Scienza dei Materiali, Scienze Biologiche e Scienze Naturali.","C.
    Se rientri nei posti disponibili per l’immatricolazione, ma hai ottenuto un punteggio:
    inferiore a 19 del TOLC -I, per il corso di Matematica ;
    inferiore a 11 del TOLC -I, per i corsi di Astronomia, Chimica e Chimica dei Materiali, Chimica Industriale, Fisica, Scienza dei Materiali, Scienze Biologiche e Scienze Naturali.",True
Cosa succede se un candidato è stato classificato come “Vincitore” nella graduatoria del corso di riserva ma anche come “Idoneo” nel corso di maggior interesse durante la seconda selezione?,"D. Può immatricolarsi al corso di riserva e, se lo desidera, dichiarare il suo interesse per un possibile spostamento nel corso di maggior interesse.","D
    The text of the correct answer is: ""Può immatricolarsi al corso di riserva e, se lo desidera, dichiarare il suo interesse per un possibile spostamento nel corso di maggior interesse.""",True
"Se sei stato classificato come “Idoneo” in entrambi i corsi di studi scelti, cosa puoi fare?",A. Dichiarare il tuo interesse al recupero per entrambi i corsi seguendo le indicazioni della Sezione 4.5.,"A
    A. Dichiarare il tuo interesse al recupero per entrambi i corsi seguendo le indicazioni della Sezione 4.5.",True
"In quale periodo è possibile dichiarare l'interesse al recupero per la prima selezione, secondo recupero?",D. Dal 27 maggio 2024 al 30 maggio 2024,"D
    The text of the correct answer is: Dal 27 maggio 2024 al 30 maggio 2024.",True
Quando è possibile dichiarare l'interesse allo spostamento al corso di maggior interesse dopo la prima selezione?,D. Dal 27 maggio 2024 al 30 maggio 2024,"D
    The text of the correct answer is: Dal 27 maggio 2024 al 30 maggio 2024.",True
"In quale periodo è possibile richiedere lo spostamento per la prima selezione, secondo spostamento?",C. Dal 27 maggio 2024 al 30 maggio 2024,"C
    C. Dal 27 maggio 2024 al 30 maggio 2024",True
"Qual è la data limite per l'immatricolazione per i vincitori della prima selezione, se si è ottenuto un posto tramite il recupero?",C. Dal 30 maggio 2024 al 10 giugno 2024,"D
    Dal 16 maggio 2024 al 23 maggio 2024",False
Qual è la data limite per attivare la carriera universitaria dopo l'immatricolazione?,B. 28 febbraio 2025,"D
    D. 15 ottobre 2024",False
Entro quale data un studente deve richiedere il riconoscimento di precedenti carriere universitarie concluse?,C. 28 novembre 2024,"C
    C. 28 novembre 2024",True
Entro quando è necessario presentare la domanda di passaggio di corso per chi ha ottenuto un posto tramite la prima selezione?,B. tra il 25 luglio 2024 e il 26 agosto 2024,A. tra il 16 maggio 2024 e il 23 maggio 2024.,False
In quale periodo è possibile richiedere il passaggio di corso per la seconda selezione?,C. Tra il 25 luglio 2024 e il 30 luglio 2024 (per chi ha ottenuto un posto a seguito di recupero: tra il 1° agosto 2024 e il 26 agosto 2024 – per il primo recupero – o tra il 29 agosto 2024 e il 3 settembre 2024 – per il secondo recupero),"C
    The text of the correct answer is: Tra il 25 luglio 2024 e il 30 luglio 2024 (per chi ha ottenuto un posto a seguito di recupero: tra il 1° agosto 2024 e il 26 agosto 2024 – per il primo recupero – o tra il 29 agosto 2024 e il 3 settembre 2024 – per il secondo recupero)",True
"Per ottenere le agevolazioni sulla contribuzione studentesca in funzione dell'ISEE, qual è il periodo di riferimento per i CFU validi?",C.  dal 11/08/2022 al 10/08/2023,"A.
    dal 11/08/2023 al 10/08/2024",False
"Qual è la data limite per l'immatricolazione a seguito del primo recupero per gli studenti classificati ""I doneo"" nella seconda selezione?",B. Dal 1° agosto 2024 al 26 agosto 2024,"D
    The text of the correct answer is: Dal 4 giugno 2024 al 10 giugno 2024.",False
"Per ottenere l'esonero totale o la riduzione della contribuzione studentesca, qual è il periodo temporale entro cui i CFU devono essere stati acquisiti?",C. Dal 1° agosto 2023 al 10 agosto 2024,"C
    C. Dal 1° agosto 2023 al 10 agosto 2024",True
Qual è la data limite per la presentazione dell'ISEE per poter beneficiare di eventuali agevolazioni universitarie?,"D.  Non è specificata una data limite precisa per la presentazione dell'ISEE, ma si sottolinea l'importanza di presentarlo entro le scadenze previste per evitare di perdere eventuali agevolazioni.",A.  La data limite per la presentazione dell'ISEE è il 18 settembre 2024.,False
Qual è il requisito minimo di CFU richiesto per accedere ai benefici ER.GO?,"D. Il numero minimo di CFU richiesto è determinato dall'anno di prima immatricolazione all'università, indipendentemente dall'anno di corso a cui vieni ammesso.","D. Il numero minimo di CFU richiesto è determinato dall'anno di prima immatricolazione all'università, indipendentemente dall'anno di corso a cui vieni ammesso.",True
In quale delle seguenti date l'International Desk di Bologna sarà chiuso?,D. venerdì 29 marzo 2024,"A

    The answer in Italian is: A. venerdì 4 ottobre 2024",False
Quali sono i requisiti minimi per l'ammissione al terzo anno del corso di laurea in Astronomia?,A. 70 CFU riconoscibili di cui almeno 12 CFU nei SSD FIS,"C
    C: 70 CFU riconoscibili di cui almeno 10 CFU nei SSD FIS",False
"Per essere ammessi al secondo anno del Corso di Laurea in Chimica e Chimica dei Materiali, quali CFU sono necessari in totale?",D. 70 CFU,D. 70 CFU,True
Qual è la data limite per la presentazione della domanda di Abbreviazione di Corso per chi si immatricola in seguito ad una carriera chiusa?,B. 28 Novembre 2024,"B
    B. 28 Novembre 2024",True
"Per poter ottenere l'esenzione dal pagamento della contribuzione, gli studenti con certificazione di invalidità civile pari o superiore al 66% devono:",D. inviare il certificato attestante la loro condizione all'indirizzo email della segreteria studenti di scienze segscienze@unibo.it,"D
    D
    inviare il certificato attestante la loro condizione all'indirizzo email della segreteria studenti di scienze segscienze@unibo.it",True
Qual è la data limite per la presentazione del certificato di conoscenza della lingua italiana?,A. 02/09/2024,B. 19/09/2024.,False
"Secondo il bando, qual è il numero minimo di crediti ECTS necessari per l'ammissione al secondo anno di un corso di laurea?",D. 30,"D

    The number of credits ECTS necessary for admission to the second year of a course of study, according to the bando, is 30.",True
"Per l'ammissione al terzo anno di un corso di laurea, quanti punti vengono assegnati per ogni credito riconosciuto?",C. ½ punto,D. 1 punto,False
Entro quale data gli studenti recuperati devono iscriversi al corso?,C. 10 ottobre 2024,"C
    The text of the correct answer is: 10 ottobre 2024",True
Qual è la data limite per attivare la carriera universitaria dopo l'immatricolazione?,B. 28 febbraio 2025,"B
    B. 28 febbraio 2025",True
"Secondo il bando, entro quale data deve essere presentata la domanda di passaggio di corso per gli studenti già iscritti ad altro corso di studio all'Università di Bologna?",A. 07/10/2024,C. 01/10/2024.,False
Entro quale termine è possibile presentare un ricorso contro il provvedimento riguardante l'accreditamento dei corsi di studio?,C. 60 giorni dalla pubblicazione del bando,"C
    C. 60 giorni dalla pubblicazione del bando",True
Qual è la conseguenza penale per chi fornisce dichiarazioni false nel modulo?,B.  È punito ai sensi del codice penale e delle leggi speciali in materia.,B.  È punito ai sensi del codice penale e delle leggi speciali in materia.,True
Quale dei seguenti link fornisce informazioni su come iscriversi agli anni successivi al primo anno di laurea in Matematica presso l'Università di Bologna?,B. http://www.unibo.it/it/didattica/iscrizioni-trasferimenti-e-laurea/iscriversi-anni-successivi-al-primo,"B.
    The text of the correct answer is: iscriversi anni successivi al primo.",True
Quale tra le seguenti opzioni NON è un argomento trattato nella sezione dedicata alle iscrizioni ai corsi di laurea e laurea magistrale a ciclo unico?,B. Ottenere lo status di studente-atleta,"A

    The context does not provide information about how to request a student loan. The other options (B, C, and D) are all discussed in the context.",False
"Quali sono le due risorse disponibili per gli studenti che desiderano approfondire l'equilibrio tra studio e lavoro, o la possibilità di abbreviare il percorso di studi?",D. Conciliare studio e lavoro e Abbreviazione di carriera,"D
    The text of the correct answer is:  Conciliare studio e lavoro e Abbreviazione di carriera",True
Quale tra questi aspetti NON è menzionato come parte dell'organizzazione e della qualità del corso di laurea in Matematica?,C. Servizi di orientamento,"D.
    Indagine - Laureati magistrali in Matematica is not mentioned as part of the organization and quality of the course of study in Mathematics.",False
Quali sono le conseguenze per gli studenti che non superano l'obbligo formativo aggiuntivo (OFA) entro la scadenza prevista?,B. Saranno iscritti all'anno accademico successivo come ripetenti all'anno di corso e dovranno ripetere la procedura prevista per il superamento dell'OFA.,"B

    The text of the correct answer is: Saranno iscritti all'anno accademico successivo come ripetenti all'anno di corso e dovranno ripetere la procedura prevista per il superamento dell'OFA.",True
"Secondo il regolamento, cosa succede agli studenti che non superano l'Obbligo Formativo Aggiuntivo (OFA) entro la scadenza prevista?",A. Saranno iscritti all'anno accademico successivo come ripetenti e dovranno ripetere la procedura per il superamento dell'OFA.,A. Saranno iscritti all'anno accademico successivo come ripetenti e dovranno ripetere la procedura per il superamento dell'OFA.,True
"Secondo il regolamento didattico, quali sono i criteri principali per il riconoscimento dei crediti formativi universitari acquisiti in corsi di studio di diversa classe presso università telematiche o estere?",D. Analisi del programma svolto e valutazione della congruità dei settori scientifico disciplinari e dei contenuti delle attività formative con gli obiettivi formativi del corso di studio.,D. Analisi del programma svolto e valutazione della congruità dei settori scientifico disciplinari e dei contenuti delle attività formative con gli obiettivi formativi del corso di studio.,True
Quale aspetto viene considerato nella determinazione dei crediti assegnati alle attività formative?,C. Gli obiettivi formativi programmati,C. Gli obiettivi formativi programmati,True
