domanda,risposta_gold,risposta,se_corretta
Qual è il tipo di accesso numero programmato utilizzato per questo corso?,D. TOLC-I,"D
    D. TOLC-I",True
Qual è la principale funzione del Coordinatore del Corso?,C. La pianificazione degli indirizzi del Consiglio.,"C
    The text of the correct answer is: La pianificazione degli indirizzi del Consiglio.",True
Qual è la durata del tirocinio curriculare?,B. 150 ore,B. 150 ore,True
Qual è il valore di 1 CFU in ore?,A. 25,A. 25.,True
Qual è il periodo in cui si può presentare domanda per ottenere lo status di studente lavoratore?,"B. Dal 4 settembre al 4 ottobre 2024, o dal 19 dicembre 2024 al 31 gennaio 2025","B
    Dal 4 settembre al 4 ottobre 2024, o dal 19 dicembre 2024 al 31 gennaio 2025",True
Qual è il periodo in cui si possono iscrivere alla selezione II per l'accesso al corso?,D. Dal 02/05/2024 al 15/07/2023 alle 13:00.,"B
    B. Dal 01/01/2023 al 29 aprile 2024 alle 13:00.",False
Qual è il corso di laurea in Ingegneria Scienze Informatiche?,"D. Il corso di laurea in Ingegneria Scienze Informatiche fornisce un'ampia formazione in diverse aree di specializzazione, tra cui la programmazione, la gestione di sistemi e la teoria dei sistemi.","D.
    The text of the correct answer is: Il corso di laurea in Ingegneria Scienze Informatiche fornisce un'ampia formazione in diverse aree di specializzazione, tra cui la programmazione, la gestione di sistemi e la teoria dei sistemi.",True
Qual è l'obiettivo principale del piano didattico del corso di laurea?,D. Demonstrar la capacità di applicare e comunicare le conoscenze acquisite nel Corso di Studio stesso.,"D
    The text of the correct answer is: Demonstrar la capacità di applicare e comunicare le conoscenze acquisite nel Corso di Studio stesso.",True
Qual è l'obiettivo principale del corso di Ingegneria Scienze Informatiche?,D. Descrivere la struttura del corso.,"D
    The text of the correct answer is:
    ""Descrivere la struttura del corso.""",True
Qual è il principale servizio pensato per supportare gli studenti nel loro percorso universitario?,B. La mia e-mail Studenti,"B
    The text of the correct answer is: La mia e-mail Studenti",True
Qual è l'indirizzo della sede del corso in Cesena?,"B. Via Montalti 69, 47521 Cesena (FC)","B. Via Montalti 69, 47521 Cesena (FC)",True
Qual è la normativa per la presentazione della richiesta di riconoscimento attività lavorativa o extra-universitaria in sostituzione del tirocinio?,B. La normativa per la presentazione della richiesta di riconoscimento attività lavorativa o extra-universitaria in sostituzione del tirocinio è definita nell’articolo 12 del Regolamento universitario.,"C

    The answer in Italian is: C. La normativa per la presentazione della richiesta di riconoscimento attività lavorativa o extra-universitaria in sostituzione del tirocinio è definita nell’art. 14 del Regolamento universitario.",False
Qual è il principale vantaggio del corso di Ingegneria Scienze Informatiche secondo l'autore?,A. La possibilità di continuare un eventuale corso magistrale.,"C

    The text of the correct answer is:
    La possibilità di ottenere una buona base per intraprendere un percorso lavorativo.",False
Qual è il periodo in cui devi iscriverti al corso di studio?,D. Fino al conseguimento del titolo accademico.,A. Fino al pagamento della prima rata.,False
Qual è il servizio universitario che fornisce informazioni sull'organizzazione degli eventi e attività studentesche?,D. Studiare all'estero,"A. Mense e punti di ristoro.

    The text of the correct answer is: Mense e punti di ristoro.",False
Qual è la possibilità di iniziare un percorso di specializzazione verso tematiche di specifico interesse dello studente in questo corso?,D. Ampia scelta di corsi complementari in numerosi ambiti.,"D
    The text of the correct answer is:  Ampia scelta di corsi complementari in numerosi ambiti.",True
