domanda,risposta_gold,risposta,se_corretta
Qual è il tipo di accesso richiesto per il corso di Laurea in Matematica presso l'Università di Bologna?,D. Numero programmato - TOLC-I,D. Numero programmato - TOLC-I,True
Quale tra le seguenti NON è una funzione svolta dal Consiglio di Corso?,C.  Predisposizione dei calendari e delle commissioni degli esami di laurea.,A. Esercizio del potere di nomina dei professori del corso.,False
"Per ottenere il riconoscimento dello status di “studente lavoratore” all'Università di Bologna nell'anno accademico 2024/2025, quali sono i requisiti essenziali?","B. Studiare in un corso di Laurea, Laurea Magistrale a ciclo unico o Laurea Magistrale e aver svolto un'attività lavorativa per almeno 3 mesi con un impegno di almeno 4 ore la settimana nei dodici mesi antecedenti alla scadenza dell'avviso, oppure per non meno di trenta giornate lavorative.","B
    The text of the correct answer is:
    B. Studiare in un corso di Laurea, Laurea Magistrale a ciclo unico o Laurea Magistrale e aver svolto un'attività lavorativa per almeno 3 mesi con un impegno di almeno 4 ore la settimana nei dodici mesi antecedenti alla scadenza dell'avviso, oppure per non meno di trenta giornate lavorative.",True
Quali servizi di supporto sono offerti ai studenti all'interno di un singolo Corso di Studio?,D. Servizi di tutorato dedicati al supporto peer to peer.,"D
    The text of the correct answer is:  Servizi di tutorato dedicati al supporto peer to peer.",True
"In base al regolamento, quando può essere assegnato un voto di laurea magistrale di 5 o 6 punti?","A. Quando il relatore richiede un voto di 5 o 6 punti e il controrelatore, individuato dal Coordinatore, esprime il proprio parere positivo.","C
    C. Quando il relatore richiede un voto di 5 o 6 punti e la Commissione esprime unanimemente il proprio parere positivo.",False
Quale dei seguenti affermazioni riguardo al TOLC-I è FALSA?,B. Il TOLC-I è composto da 50 quesiti e dura 1 ora e 50 minuti.,"C

    The statement ""Il TOLC-I è necessario sostenere presso la stessa sede del Corso di tuo interesse."" is false. The TOLC-I test can be taken at any location where it is offered, not necessarily at the same location as the course of interest.",False
"Quanto tempo dura il test TOLC-I, uno dei tipi di TOLC previsti per l'accesso a questo corso?",D. 1 ora e 50 minuti,"D

    The text of the correct answer is: 1 ora e 50 minuti",True
Quanto costa l'iscrizione alla selezione per entrare in graduatoria per un corso di laurea presso l'Università di Bologna?,A. 20 €,A. 20 €,True
Quante posizioni totali sono disponibili per il corso di laurea in Scienze dei Materiali nell'ambito della selezione straordinaria per l'anno accademico 2024/2025?,B. 88,B. 88,True
Qual è la data limite per la presentazione del certificato di conoscenza della lingua italiana per la selezione straordinaria?,D. 23/09/2024,"C
    The text of the correct answer is: 15/09/2024",False
"Chi è la Responsabile del procedimento, secondo il testo?",D. dott.ssa Barbara Froio,D. dott.ssa Barbara Froio.,True
"Secondo il bando, qual è la modalità di pagamento per l'iscrizione al TOLC?","C. Tramite la piattaforma PagoPA, seguendo le indicazioni su Studenti Online.","C.
    The text of the correct answer is: C. Tramite la piattaforma PagoPA, seguendo le indicazioni su Studenti Online.",True
Qual è la data limite per l'invio dell'attestato TOLC non ricevuto automaticamente per la prima selezione?,D. 9 maggio 2024,"D
    D. 9 maggio 2024",True
Quando è possibile presentare la candidatura alla selezione per l'immatricolazione?,"B. Dal 2 maggio 2024 al 15 luglio 2024, ore 13.00","B
    B. Dal 2 maggio 2024 al 15 luglio 2024, ore 13.00",True
"Quanti posti sono disponibili per il corso di Astronomia (Codice 8004) per i cittadini italiani, dell'Unione Europea, cittadini non-UE equiparati e cittadini non-UE residenti all'estero che devono concorrere con i cittadini UE?",A. 35,"C. 75.
    The number of available seats for the course of Astronomy (Codice 8004) for Italian citizens, European citizens, non-UE equipped citizens, and non-UE citizens residing abroad who must compete with EU citizens is 75.",False
Quanti posti sono riservati ai cittadini non-UE residenti all'estero per il corso di laurea in Fisica a Bologna?,D. 2,"C. 3.

    The answer is based on the information in the context:

    ""9244 Fisica L-30 Bologna 3""

    In this line, it is stated that there are 3 available seats for citizens not-UE residents abroad for the course of Physics at Bologna. Therefore, the answer is C. 3.",False
Entro quale data deve essere conseguito il diploma di scuola secondaria superiore da parte degli studenti che si iscrivono al corso con uno dei titoli elencati in 3.2.a?,B. 30 dicembre 2024,"B
    B. 30 dicembre 2024",True
"Secondo il bando, quando viene solitamente pubblicato il bando per l'ammissione ad anni successivi al primo?",A.  tra luglio e settembre 2024,A.  tra luglio e settembre 2024.,True
"In quale delle seguenti situazioni un cittadino non-UE residente all'estero, titolare di permesso di soggiorno per motivi di studio,  perderà i requisiti per il soggiorno in Italia?",B. Rinunciando formalmente agli studi presso l'Università di Bologna o un'altra università,"B
    The text of the correct answer is: B. Rinunciando formalmente agli studi presso l'Università di Bologna o un'altra università",True
"Per la prima selezione del TOLC-I, quali date sono valide per la partecipazione?",A. Dal 1° gennaio 2023 al 29 aprile 2024,"C
    C. Dal 1° gennaio 2023 al 12 luglio 2024",False
Quali sono gli adattamenti possibili per gli studenti con DSA che scelgono di sostenere il TOLC presso l'Ateneo di Bologna?,B. Tempi aggiuntivi del 30% e ausili necessari come assistenza per la lettura del testo e calcolatrice non scientifica.,"B
    Tempi aggiuntivi del 30% e ausili necessari come assistenza per la lettura del testo e calcolatrice non scientifica.",True
"Per partecipare alla seconda selezione per l'ammissione ai corsi, qual è il periodo di candidatura?","B. Dal 2 maggio 2024 al 15 luglio 2024, ore 13.00","D
    D
    (This answer is based on the information provided in the context that the period of candidature for the second selection is from 2 May 2024 to 15 July 2024, 13:00.)",False
"Secondo le istruzioni fornite, quando è necessario inviare l'attestato TOLC alla Segreteria Studenti?",B. Solo se non è possibile ricevere automaticamente il TOLC associato al tuo nominativo.,"B
    B. Solo se non è possibile ricevere automaticamente il TOLC associato al tuo nominativo.",True
"Qual è la data limite per la presentazione di un certificato di conoscenza della lingua italiana per i cittadini non-UE residenti all'estero che devono concorrere con i cittadini UE, per la prima selezione?",B. 22/04/2024,"B
    The text of the correct answer is: 22/04/2024",True
"Per il corso di Scienze Biologiche, quale peso viene attribuito al punteggio ottenuto nella sezione di Matematica del TOLC-I?",A. 0.75,A. 0.75,True
In quale caso un candidato otterrà un Obblighi Formativi Aggiuntivi (OFA) durante la seconda selezione?,"D. Se il punteggio TOLC-I è inferiore a 19 per Matematica o inferiore a 11 per i corsi di Astronomia, Chimica e Chimica dei Materiali, Chimica Industriale, Fisica, Scienza dei Materiali, Scienze Biologiche e Scienze Naturali.","D.
    Se il punteggio TOLC-I è inferiore a 19 per Matematica o inferiore a 11 per i corsi di Astronomia, Chimica e Chimica dei Materiali, Chimica Industriale, Fisica, Scienza dei Materiali, Scienze Biologiche e Scienze Naturali.",True
Cosa succede se un candidato è stato classificato come “Vincitore” nella graduatoria del corso di riserva ma anche come “Idoneo” nel corso di maggior interesse durante la seconda selezione?,"A. Può immatricolarsi al corso di riserva e, se lo desidera, dichiarare il suo interesse per un possibile spostamento nel corso di maggior interesse.","A
    The text of the correct answer is: ""Può immatricolarsi al corso di riserva e, se lo desidera, dichiarare il suo interesse per un possibile spostamento nel corso di maggior interesse.""",True
"Se sei stato classificato come “Idoneo” in entrambi i corsi di studi scelti, cosa puoi fare?",D. Dichiarare il tuo interesse al recupero per entrambi i corsi seguendo le indicazioni della Sezione 4.5.,"D
    The text of the correct answer is: Dichiarare il tuo interesse al recupero per entrambi i corsi seguendo le indicazioni della Sezione 4.5.",True
