domanda,risposta_gold,risposta,se_corretta
A cosa possono rivolgersi gli studenti dell'Università di Bologna per ricevere supporto relativo alle attività didattiche e integrative?,D. I tutor dei Corsi di Studio,D. I tutor dei Corsi di Studio,True
Qual è il tipo di accesso richiesto per il corso di laurea in Sviluppo e Cooperazione Internazionale?,C. Numero programmato - TOLC-E,C. Numero programmato - TOLC-E,True
Quando è possibile iscriversi alla selezione straordinaria per l'accesso al CdS SVIC per l'anno accademico 2024-2025?,C. Dal 10 settembre al 19 settembre 2024,C. Dal 10 settembre al 19 settembre 2024,True
Quale evento accademico si svolge il 2 ottobre 2024 presso l'università?,C. Il Welcome Day SVIC e il seminario “Il sistema agroalimentare interamericano”,C. Il Welcome Day SVIC e il seminario “Il sistema agroalimentare interamericano”,True
"Quale tra i tre corsi di laurea si concentra principalmente sullo studio delle scienze sociali, con particolare attenzione alla scienza politica e alla sociologia, fornendo agli studenti gli strumenti per analizzare il comportamento individuale e di gruppo nell'arena politica e nella vita sociale?","B. Scienze Politiche, Sociali e Internazionali (SPOSI)","B. Scienze Politiche, Sociali e Internazionali (SPOSI)",True
Quale delle seguenti affermazioni descrive correttamente la caratteristica principale del Corso di Scienze Internazionali e Diplomatiche (SID)?,B. Forte vocazione all'internazionalizzazione tipica dei Corsi imperniati sulle Relazioni Internazionali.,B. Forte vocazione all'internazionalizzazione tipica dei Corsi impermiati sulle Relazioni Internazionali.,True
A quale classe di laurea appartiene il corso di laurea SVIC?,"C. L-37, Scienze sociali per la cooperazione, lo sviluppo e la pace","C. L-37, Scienze sociali per la cooperazione, lo sviluppo e la pace",True
In quale anno è possibile accedere al programma di scambio di Buenos Aires per il corso di laurea in Scienze Politiche Sociali Internazionali?,C. Al primo anno,D. Al terzo anno,False
Quale tra le seguenti NON è una funzione esercitata dal Consiglio di Corso?,B.  predisposizione dei calendari e delle commissioni degli esami di laurea,A. elezione del Coordinatore del Corso,False
"Per ottenere il riconoscimento dello status di “studente lavoratore” all'Università di Bologna nell'anno accademico 2024/2025, quali sono i requisiti essenziali?","C. Studiare in un corso di Laurea, Laurea Magistrale a ciclo unico o Laurea Magistrale e aver svolto un'attività lavorativa per almeno 3 mesi con un impegno di almeno 4 ore la settimana o per almeno 30 giornate lavorative nei dodici mesi antecedenti alla scadenza dell'avviso.","C. Studiare in un corso di Laurea, Laurea Magistrale a ciclo unico o Laurea Magistrale e aver svolto un'attività lavorativa per almeno 3 mesi con un impegno di almeno 4 ore la settimana o per almeno 30 giornate lavorative nei dodici mesi antecedenti alla scadenza dell'avviso.",True
Quali servizi di supporto vengono offerti ai studenti per migliorare il loro apprendimento?,D. Servizi di tutorato dedicati per attività di supporto peer to peer.,D. servizi di tutorato dedicati per attività di supporto peer to peer.,True
"Per poter partecipare alle selezioni per il Corso di Laurea in Sviluppo e cooperazione internazionale, è necessario sostenere:",C. Il TOLC-E,C. Il TOLC-E,True
