domanda,risposta_gold,risposta,se_corretta
Qual è il tipo di accesso numero programmato utilizzato per questo corso?,C. TOLC-I,C. TOLC-I,True
Qual è la principale funzione del Coordinatore del Corso?,B. La pianificazione degli indirizzi del Consiglio.,B. La pianificazione degli indirizzi del Consiglio.,True
Qual è la durata del tirocinio curriculare?,B. 150 ore,B. 150 ore,True
Qual è il valore di 1 CFU in ore?,C. 25,C. 25,True
Qual è il periodo in cui si può presentare domanda per ottenere lo status di studente lavoratore?,"A. Dal 4 settembre al 4 ottobre 2024, o dal 19 dicembre 2024 al 31 gennaio 2025","A. Dal 4 settembre al 4 ottobre 2024, o dal 19 dicembre 2024 al 31 gennaio 2025",True
Qual è il periodo in cui si possono iscrivere alla selezione II per l'accesso al corso?,C. Dal 02/05/2024 al 15/07/2023 alle 13:00.,C. Dal 02/05/2024 al 15/07/2023 alle 13:00.,True
Qual è il corso di laurea in Ingegneria Scienze Informatiche?,"B. Il corso di laurea in Ingegneria Scienze Informatiche fornisce un'ampia formazione in diverse aree di specializzazione, tra cui la programmazione, la gestione di sistemi e la teoria dei sistemi.",C. Il corso di laurea in Ingegneria Scienze Informatiche è dedicato alla formazione di informatici.,False
Qual è l'obiettivo principale del piano didattico del corso di laurea?,A. Demonstrar la capacità di applicare e comunicare le conoscenze acquisite nel Corso di Studio stesso.,A. Demonstrar la capacità di applicare e comunicare le conoscenze acquisite nel Corso di Studio stesso.,True
Qual è l'obiettivo principale del corso di Ingegneria Scienze Informatiche?,A. Descrivere la struttura del corso.,D. Define the organization of the course.,False
Qual è il principale servizio pensato per supportare gli studenti nel loro percorso universitario?,A. La mia e-mail Studenti,A. La mia e-mail Studenti,True
Qual è l'indirizzo della sede del corso in Cesena?,"D. Via Montalti 69, 47521 Cesena (FC)","C. Palazzo Urbinati - Via Montalti 69, 47521 Cesena (FC)",False
Qual è la normativa per la presentazione della richiesta di riconoscimento attività lavorativa o extra-universitaria in sostituzione del tirocinio?,A. La normativa per la presentazione della richiesta di riconoscimento attività lavorativa o extra-universitaria in sostituzione del tirocinio è definita nell’articolo 12 del Regolamento universitario.,C. La normativa per la presentazione della richiesta di riconoscimento attività lavorativa o extra-universitaria in sostituzione del tirocinio è definita nell’art. 14 del Regolamento universitario.,False
Qual è il principale vantaggio del corso di Ingegneria Scienze Informatiche secondo l'autore?,C. La possibilità di continuare un eventuale corso magistrale.,D. La possibilità di ottenere una buona base per intraprendere un percorso lavorativo.,False
Qual è il periodo in cui devi iscriverti al corso di studio?,D. Fino al conseguimento del titolo accademico.,B. Fino alla scadenza della domanda di rinnovo.,False
Qual è il servizio universitario che fornisce informazioni sull'organizzazione degli eventi e attività studentesche?,D. Studiare all'estero,C. Borse di studio e agevolazioni,False
Qual è la possibilità di iniziare un percorso di specializzazione verso tematiche di specifico interesse dello studente in questo corso?,D. Ampia scelta di corsi complementari in numerosi ambiti.,D. Ampia scelta di corsi complementari in numerosi ambiti.,True
Qual è l'obiettivo principale del corso di laurea in Ingegneria e Scienze Informatiche?,B. Fornire una cultura scientifica e ingegneristica di base e una conoscenza approfondita delle tecniche e metodologie di progettazione e di strumenti attuali per la realizzazione di soluzioni informatiche.,B. Fornire una cultura scientifica e ingegneristica di base e una conoscenza approfondita delle tecniche e metodologie di progettazione e di strumenti attuali per la realizzazione di soluziones informatiche.,True
Qual è l'obiettivo del corso di Ingegneria Scienze Informatiche?,C. Fornire una cultura scientifica e ingegneristica di base e una conoscenza approfondita delle tecniche e metodologie di progettazione e degli strumenti più attuali per la realizzazione di soluzioni informatiche.,C. Fornire una cultura scientifica e ingegneristica di base e una conoscenza approfondita delle tecniche e metodologie di progettazione e degli strumenti più attuali per la realizzazione di soluzioni informatiche.,True
Qual è il periodo di elezione dei rappresentanti degli studenti per il corso di Studio in Ingegneria e Scienze Informatiche?,C. Periodicamente gli studenti del Corso eleggono i propri rappresentanti per proporre e sostenere le proprie istanze presso il Consiglio di Corso.,C. Periodicamente gli studenti del Corso eleggono i propri rappresentanti per proporre e sostenere le proprie istanze presso il Consiglio di Corso.,True
Qual è il compito della Commissione di gestione Assicurazione di Qualità del Corso?,D. Verificare l'attuazione delle azioni di miglioramento e monitorare l'andamento delle carriere degli studenti.,D. Verificare l'attuazione delle azioni di miglioramento e monitorare l.the andro.gements of the students.,True
Qual è il nome del docente inserito nel testo?,C. Non inserito nel testo,D. Marco Antonio Boschetti,False
Qual è l'obiettivo principale del nuovo ordinamento didattico del Corso di Laurea in Ingegneria e scienze informatiche?,D. La conservazione della struttura del corso,B. Sviluppare competenze trasversali per lavorare in team,False
Il laureato è in grado di eseguire...,D. Il laureato è in grado di eseguire...,C. Il laureato è in grado di eseguire... applicazioni del calcolo differenziale e integrale per funzioni di una variabile.,False
Qual è la principale funzione del corso di laurea in Ingegneria e Scienze Informatiche?,"C. Progettare, sviluppare e gestire sistemi e applicazioni in ambito informatico","C. Progettare, sviluppare e gestire sistemi e applicazioni in ambito informatico",True
Qual è il nuovo regolamento per l'uso del Marchio dell'Ateneo?,D. Il nuovo regolamento consente di inserire il marchio sulla copertina e sul frontespizio della prova finale.,D. Il nuovo regolamento consente di inserire il marchio sulla copertina e sul frontespizio della prova finale.,True
Qual è l'evento che è stato recentemente aperto?,A. Il corso di laurea in Ingegneria e Scienze Informatiche e del Corso di laurea a orientamento professionale in Tecnologie dei Sistemi Informatici,A. Il corso di laurea in Ingegneria e Scienze Informatiche e del Corso di laurea a orientamento professionale in Tecnologie dei Sistemi Informatici,True
Qual è il principale compito della segreteria studentesca in questo contesto?,A. La gestione delle carriere degli studenti iscritti al Corso.,A. La gestione delle carriere degli studenti iscritti al Corso.,True
Qual è la durata del tirocinio curriculare?,B. La durata del tirocinio curriculare è pari a 25 ore per ogni credito formativo attribuito a questo tipo di attività nel piano didattico del Corso.,B. La durata del tirocinio curriculare è pari a 25 ore per ogni credito formativo attribuito a questo tipo di attività nel piano didattico del Corso.,True
Qual è l’obiettivo principale di questo corso di tirocinio?,B. Caricare la domanda di tirocinio su https://tirocini.unibo.it,C. Confermare la validità dell’offerta formativa.,False
Il presente regolamento contiene quali tipi di tirocini curriculari?,"B. tirocinio curriculare, tirocinio in preparazione della prova finale, tirocinio professionalizzante post laurea","B. tirocinio curriculari, tirocinio in preparazione della prova finale, tirocinio professionalizzante post laurea",True
Qual è l'obiettivo principale del tirocinio curriculare?,B. Aquire competenze professionalizzanti attraverso l'esecuzione di attività pratiche.,B. Acquire competenze professionalizzanti through the execution of practical activities.,True
Qual è lo scopo della relazione di tirocinio in questo corso?,B. Illustrare il contesto in cui è stato effettuato il tirocinio e elencare le attività svolte.,B. Illustrare il contesto in cui è stato effettuato il tirocinio e elencare le attività svolte.,True
Qual è la principale funzione del laureato in questo corso?,D. Conoscere e applicare conoscenze e competenze di comprensione.,D. Conoscere e applicare conoscenze e competenze di comprensione.,True
Qual è il titolo di studio rilasciato al termine di un corso di studio in Ingegneria e Scienze Informatiche?,B. Dottore in Ingegneria e Scienze Informatiche,B. Dottore in Ingegneria e Scienze Informatiche,True
Qual è il nuovo calcolo della media di laurea per laureandi con carriera pregressa?,C. Il nuovo calcolo della media di laurea per laureandi con carriera pregressa utilizza l'es exclusione dei voti delle attività riconosciute da precedenti carriere già chiuse.,C. Il nuovo calcolo della media di laurea per laureandi con carriera pregressa utilizza l'esclusione dei voti delle attività riconosciute da precedenti carriere già chiuse.,True
Qual è l'obiettivo della verifica delle conoscenze nell'iscrizione al corso?,A. Verificare che il candidato non abbia carenze significative in particolari discipline per cui è richiesta un'adeguata preparazione per affrontare con profitto il Corso.,A. Verificare che il candidato non abbia carenze significative in particolari discipline per cui è richiesta un'adeguata preparazione per affrontare con profitto il Corso.,True
Qual è l'obiettivo principale del corso di laurea in Informatica?,C. L'apprendimento dei principi dell'ingegneria del software,C. L'apprendimento dei principi dell'ingegneria del software,True
Qual è il processo per ottenere la laurea in Ingegneria Scienze Informatiche?,A. Adhere strictamente alle linee guida per la redazione della tesi in Lingua Italiana.,C. Confermare la validità della tesi con il docente.,False
Qual è il titolo del lavoro di laurea descritto nel testo?,C. Il titolo del lavoro di laurea è descritto nel testo.,"C. Il titolo del lavoro di laurea è descritto nel testo.

(Note: The correct answer in Italian would be ""Il titolo del lavoro di laurea è descritto nel testo,"" which translates to ""The title of the thesis is described in the text."" However, since the question asks for the answer in the form of a letter, the translation is provided for clarity. The correct answer letter in the context of the provided format would be ""C"".)",True
Qual è la durata della prova scritta per la materia di Ingegneria del Software?,D. 40 minuti,D. 40 minuti,True
Qual è la durata del secondo periodo di esami del corso?,D. Dal 03/06/2024 all'inizio delle lezioni dell'a. a.\xa02024/25 (settembre 2024),C: Dal 17/02/2025 al 10/06/2025,False
Qual è l'obiettivo principale del programma 'Muoversi in città: agevolazioni e sostenibilità per la comunità Unibo'?,C. Promuovere la sostenibilità della mobilità universitaria.,C. Promuovere la sostenibilità della mobilità universitaria.,True
Qual è l'obiettivo principale del corso di Ingegneria Scienze Informatiche?,D. Sapere le basi di programmazione per sviluppare software,D. Sapere le basi di programmazione per sviluppare software,True
Qual è l'obiettivo del corso di Ingegneria e Scienze Informatiche?,D. Proporre agli studenti lo studio dell’informatica approfondendo aspetti sia di tipo progettuale/ingegneristico che di tipo matematico/scientifico.,D. Proporre agli studenti lo studio dell’informatica approfondendo aspetti sia di tipo progettuale/ingegneristico che di tipo matematico/scientifico.,True
"Qual è la differenza tra “Ingegneria Informatica” (BO), “Informatica” ( BO) e “Ingegneria e Scienze Informatiche”?","C. Il corso di Ingegneria Informatica utilizza un maggior numero di esami quali “Elettronica”, “Controlli Automatici”, “Elettrotecnica”, mentre il corso di Informatica utilizza un maggior numero di esami legato all’Informatica teorica e alla modellazione formale di sistemi.","C. Il corso di Ingegneria Informatica utilizza un maggior numero di esami quali “Elettronica”, “Controlli Automatici”, “Elettrotecnica”, mentre il corso di Informatica utilizza un maggior numero di esami legato all’Informatica teorica e alla modellazione formale di sistemi.",True
Qual è il corso di laurea triennale che si svolge in Cesena nel Dipartimento di Informatica – Scienza e Ingegneria?,A. Ingegneria e Scienze,C. Informatiche,False
Qual è il requisito principale per complete la relazione finale del corso di laurea?,A. Deve essere frutto di approfondimento di un lavoro individuale.,B. Deve sviluppare il tema di approfondimento in modo articolato e completo.,False
Qual è la validità della domanda di laurea?,B. La domanda di laurea è valida per un solo anno accademico.,B. La domanda di laurea è valida per un solo anno accademico.,True
Qual è il diritto d’autore sulla tesi di laurea?,"C. Il diritto d’autore sulla tesi, sia morali che patrimoniali, spettano al laureando.","C. Il diritto d’autore sulla tesi, sia morali che patrimoniali, spettano al laureando.",True
Qual è il requisito principale per complete la relazione finale del corso?,D. Deve essere frutto di approfondimento di un lavoro individuale.,B. Deve sviluppare il tema di approfondimento in modo articolato e completo.,False
Qual è il formato del file della tesi?,"A. PDF testuale, con frontespizio, in base al modello fornito dal CdS","A. PDF testuale, con frontespizio, in base al modello fornito dal CdS",True
Qual è il piano didattico per gli studenti immatricolati nell'a.a. 2024/2025?,A. Il piano didattico per gli studenti immatricolati nell'a.a. 2024/2025 è disponibile sul sito web della università.,C. Il piano didattico per gli studenti immatricolati nell'a.a. 2024/2025 è disponibile sul sito web del corso.,False
Qual è il piano didattico per gli studenti immatricolati nell'a.a. 2024/2025?,C. Il piano didattico per studenti immatricolati nell'a.a. 2024-25 è disponibile sul sito web della università.,C. Il piano didattico per studenti immatricolati nell'a.a. 2024-25 è disponibile sul sito web della università.,True
