domanda,risposta_gold,risposta,se_corretta
A cosa possono rivolgersi gli studenti dell'Università di Bologna per ricevere supporto relativo alle attività didattiche e integrative?,C. I tutor dei Corsi di Studio,"C
    The text of the correct answer is: C. I tutor dei Corsi di Studio",True
Qual è il tipo di accesso richiesto per il corso di laurea in Sviluppo e Cooperazione Internazionale?,A. Numero programmato - TOLC-E,A. Numero programmato - TOLC-E.,True
Quando è possibile iscriversi alla selezione straordinaria per l'accesso al CdS SVIC per l'anno accademico 2024-2025?,B. Dal 10 settembre al 19 settembre 2024,B. Dal 10 settembre al 19 settembre 2024.,True
Quale evento accademico si svolge il 2 ottobre 2024 presso l'università?,B. Il Welcome Day SVIC e il seminario “Il sistema agroalimentare interamericano”,"B
    (The event that is happening on October 2, 2024, at the university is both the Welcome Day SVIC and the seminar ""Il sistema agroalimentare interamericano."")",True
"Quale tra i tre corsi di laurea si concentra principalmente sullo studio delle scienze sociali, con particolare attenzione alla scienza politica e alla sociologia, fornendo agli studenti gli strumenti per analizzare il comportamento individuale e di gruppo nell'arena politica e nella vita sociale?","D. Scienze Politiche, Sociali e Internazionali (SPOSI)","D
    The text of the correct answer is:  Scienze Politiche, Sociali e Internazionali (SPOSI)",True
Quale delle seguenti affermazioni descrive correttamente la caratteristica principale del Corso di Scienze Internazionali e Diplomatiche (SID)?,C. Forte vocazione all'internazionalizzazione tipica dei Corsi imperniati sulle Relazioni Internazionali.,C. Forte vocazione all'internazionalizzazione tipica dei Corsi imperniati sulle Relazioni Internazionali.,True
A quale classe di laurea appartiene il corso di laurea SVIC?,"D. L-37, Scienze sociali per la cooperazione, lo sviluppo e la pace","D. L-37, Scienze sociali per la cooperazione, lo sviluppo e la pace.",True
In quale anno è possibile accedere al programma di scambio di Buenos Aires per il corso di laurea in Scienze Politiche Sociali Internazionali?,C. Al primo anno,"B
    The text of the correct answer is: Al terzo anno",False
Quale tra le seguenti NON è una funzione esercitata dal Consiglio di Corso?,A.  predisposizione dei calendari e delle commissioni degli esami di laurea,"C
    The text of the correct answer is: C.  elezione del Coordinatore del Corso",False
"Per ottenere il riconoscimento dello status di “studente lavoratore” all'Università di Bologna nell'anno accademico 2024/2025, quali sono i requisiti essenziali?","B. Studiare in un corso di Laurea, Laurea Magistrale a ciclo unico o Laurea Magistrale e aver svolto un'attività lavorativa per almeno 3 mesi con un impegno di almeno 4 ore la settimana o per almeno 30 giornate lavorative nei dodici mesi antecedenti alla scadenza dell'avviso.","B
    B. Studiare in un corso di Laurea, Laurea Magistrale a ciclo unico o Laurea Magistrale e aver svolto un'attività lavorativa per almeno 3 mesi con un impegno di almeno 4 ore la settimana o per almeno 30 giornate lavorative nei dodici mesi antecedenti alla scadenza dell'avviso.",True
Quali servizi di supporto vengono offerti ai studenti per migliorare il loro apprendimento?,D. Servizi di tutorato dedicati per attività di supporto peer to peer.,"D.
    The text of the correct answer is:  Servizi di tutorato dedicati per attività di supporto peer to peer.",True
"Per poter partecipare alle selezioni per il Corso di Laurea in Sviluppo e cooperazione internazionale, è necessario sostenere:",A. Il TOLC-E,"A
    The text of the correct answer is: A. Il TOLC-E",True
Quando è possibile sostenere il TOLC per l'a.a. 2024/25 presso l'Università di Bologna?,B. Tra febbraio e luglio 2024,B. Tra febbraio e luglio 2024.,True
Qual è la data limite per l'inserimento dell'attestazione ISEE per evitare il pagamento della mora?,D. 30 ottobre 2024 ore 18:00,D. 30 ottobre 2024 ore 18:00.,True
A chi è rivolta la selezione straordinaria per i corsi di laurea a numero programmato per l'anno accademico 2024/2025?,"A. Cittadini italiani, cittadini dell'Unione Europea, cittadini non-UE equiparati e cittadini non-UE residenti all'estero che devono concorrere con cittadini dell'UE","A. Cittadini italiani, cittadini dell'Unione Europea, cittadini non-UE equiparati e cittadini non-UE residenti all'estero che devono concorrere con cittadini dell'UE",True
"Secondo il bando di ammissione A.A. 2024/2025, entro quale data i cittadini non-UE residenti all'estero devono presentare il certificato di conoscenza della lingua italiana?",C. 16/09/2024,B. 15/09/2024.,False
"Secondo il bando di ammissione A.A. 2024/2025, entro quale data è necessario immatricolarsi, in caso di vittoria in graduatoria o recupero?","B. Entro i termini perentori indicati nei paragrafi 4.7, 4.8 e 4.9 del bando","B. Entro i termini perentori indicati nei paragrafi 4.7, 4.8 e 4.9 del bando.",True
"Secondo il bando, qual è la conseguenza per chi non rispetta le scadenze di pagamento per le procedure di ammissione?","D. Esclusione dalla procedura, indipendentemente dal motivo.","D. Esclusione dalla procedura, indipendentemente dal motivo.",True
Qual è la data limite per la candidatura alla seconda selezione?,"C. 15 luglio 2024, ore 13.00","C. 15 luglio 2024, ore 13.00.",True
Quando è possibile effettuare l'immatricolazione per chi è stato ammesso alla selezione ordinaria?,B. Dal 25 luglio 2024 al 30 luglio 2024 compreso,"B
    Immatricolazione – Seconda selezione : dal 25 luglio 2024 al 30 luglio 2024 compreso.",True
"In base al bando, quanti posti sono disponibili per il corso di Scienze Politiche, Sociali e Internazionali (SPOSI) per i cittadini italiani, dell'Unione Europea e categorie equiparate nella prima selezione?",D. 300,D. 300,True
"Secondo il bando, entro quale data un studente con un diploma sperimentale in 4 anni deve aver conseguito il diploma di scuola secondaria superiore?",C. 30 dicembre 2024,"C
    The text of the correct answer is: 30 dicembre 2024",True
In quale situazione è possibile iscriversi contemporaneamente a due corsi di studi presso l'Università di Bologna?,"C. Se già iscritto ad un corso universitario (Università di Bologna o altro Ateneo) e non si intende rinunciare, trasferirsi o effettuare un passaggio di corso.","C
    The text of the correct answer is: Se già iscritto/a ad un corso universitario (Università di Bologna o altro Ateneo) e non si intende rinunciare, trasferirsi o effettuare un passaggio di corso.",True
"Per la prima selezione del corso, quali TOLC -E sono validi?",C. I TOLC -E svolti tra il 1° gennaio 2023 e il 29 aprile 2024 compresi,C. I TOLC -E svolti tra il 1° gennaio 2023 e il 29 aprile 2024 compresi.,True
Per quali studenti è possibile richiedere un tempo aggiuntivo del 50% per la prova TOLC -E?,C.  Studenti con invalidità civile e/o handicap ai sensi della L. 104/1992,"C
    The text of the correct answer is: Studenti con invalidità civile e/o handicap ai sensi della L. 104/1992",True
Quando è possibile candidarsi alla seconda selezione per l'ammissione ai corsi?,"D. Dal 4 marzo 2024 al 30 aprile 2024, ore 13:00","D
    The text of the correct answer is: Dal 4 marzo 2024 al 30 aprile 2024, ore 13:00.",True
Quando è possibile candidarsi per la selezione straordinaria per l'ammissione ai corsi di laurea?,"D. Dal 10 settembre 2024 al 19 settembre 2024, ore 13:00","D
    The text of the correct answer is: Dal 10 settembre 2024 al 19 settembre 2024, ore 13:00",True
"Qual è la data limite per il conseguimento del titolo di studio, se non è ancora stato conseguito al momento della candidatura?",B. 30 dicembre 2024,"B
    The text of the correct answer is: 30 dicembre 2024",True
Qual è la data limite per la presentazione di un certificato di conoscenza della lingua italiana per i cittadini non-UE residenti all'estero che partecipano alla prima selezione?,D. 22/04/2024,"D
    The text of the correct answer is: 22/04/2024",True
"Qual è il punteggio minimo TOLC-E, pesato secondo i criteri descritti, richiesto per la seconda selezione?",A. 6/36,A. 6/36.,True
"In caso di parità di punteggio nella graduatoria per un corso di studi, quale criterio viene utilizzato per stabilire l'ordine di merito?","D. L'età anagrafica, con la persona più giovane che precede.","D. L'età anagrafica, con la persona più giovane che precede.",True
"Secondo il bando, quando viene pubblicata la graduatoria per la selezione straordinaria?",C. 2 ottobre 2024,C. 2 ottobre 2024.,True
"In quale delle seguenti situazioni un candidato risulta ""Idoneo"" alla selezione?",A. Ha ottenuto un punteggio di almeno 6/36 ma non rientra nei posti disponibili.,"A.
    The text of the correct answer is: Ha ottenuto un punteggio di almeno 6/36 ma non rientra nei posti disponibili.",True
Cosa succede se un candidato risulta “Vincitore” in una graduatoria per un corso di riserva ma non si immatricola?,B. Può immatricolarsi al corso di riserva e dichiarare il proprio interesse per un eventuale spostamento nel corso di maggior interesse.,"B.
    The text of the correct answer is: Può immatricolarsi al corso di riserva e dichiarare il proprio interesse per un eventuale spostamento nel corso di maggior interesse.",True
Quando è possibile dichiarare l'interesse al recupero per la seconda selezione?,C. Dal 25 luglio 2024 al 30 luglio 2024,C. Dal 25 luglio 2024 al 30 luglio 2024.,True
Quando è possibile dichiarare l'interesse allo spostamento per la seconda selezione?,C. Dal 25 luglio 2024 al 30 luglio 2024,C. Dal 25 luglio 2024 al 30 luglio 2024.,True
Qual è la data limite per ottenere il diploma di scuola secondaria se si è immatricolati all'università senza averlo ancora conseguito?,A. 30 dicembre 2024,"A
    The text of the correct answer is: 30 dicembre 2024",True
Qual è la data limite per attivare la carriera universitaria dopo l'immatricolazione?,A. 28 febbraio 2025,"A
    The text of the correct answer is: 28 febbraio 2025",True
Entro quale data un studente deve richiedere il riconoscimento di precedenti carriere universitarie concluse?,B. 28 novembre 2024,"B
    The text of the correct answer is: 28 novembre 2024",True
"Per ottenere le agevolazioni sulla contribuzione studentesca (esonero totale o contributo ridotto) in funzione dell'ISEE, qual è il periodo temporale entro cui i CFU devono essere stati acquisiti?",B. 16/05/2024 – 23/05/2024,A. 11/08/2023 – 10/08/2024,False
In quale periodo è possibile richiedere il passaggio di corso per la selezione straordinaria?,D. Dal 2 ottobre 2024 al 7 ottobre 2024,C. Dal 25 luglio 2024 al 30 luglio 2024.,False
"Per ottenere l'esonero totale o la riduzione della contribuzione studentesca, qual è il periodo temporale considerato per il calcolo dei CFU necessari?",D. 1° agosto 2023 - 10 agosto 2024,"D
    The text of the correct answer is: 1 1/08/2023 – 10/08/2024",True
Entro quale periodo di tempo il Consiglio di Corso di studi di destinazione valuterà i crediti acquisiti nella carriera di provenienza?,D. Successivamente alla conclusione della procedura di trasferimento,"D
    Successivamente alla conclusione della procedura di trasferimento.",True
"Per essere considerato valido per l'accesso ai corsi di questo bando, un TOLC-E deve essere sostenuto:","C. tra il 1° gennaio 2023 e il 29 aprile 2024 per la prima selezione, tra il 1° gennaio 2023 e il 12 luglio 2024 per la seconda selezione, o tra il 1° gennaio 2023 e il 18 settembre 2024 per l'eventuale selezione straordinaria.","C.
    The text of the correct answer is: ""tra il 1° gennaio 2023 e il 29 aprile 2024 per la prima selezione, tra il 1° gennaio 2023 e il 12 luglio 2024 per la seconda selezione, o tra il 1° gennaio 2023 e il 18 settembre 2024 per l'eventuale selezione straordinaria.""",True
Qual è l'importo della parte fissa della contribuzione studentesca per l'iscrizione a un corso di studi all'Università di Bologna?,"C. 157,04 €","C. 157,04 €",True
"Secondo il bando, qual è il criterio fondamentale per determinare il numero minimo di CFU richiesti per accedere ai benefici ER.GO?","D. L'anno di prima immatricolazione all'università, anche se presso un altro ateneo.","D. L'anno di prima immatricolazione all'università, anche se presso un altro ateneo.",True
In quale periodo l'Università di Bologna sarà chiusa per ferie estive?,B. Dal lunedì 12 agosto al venerdì 16 agosto 2024,"B
    The text of the correct answer is: Dal lunedì 12 agosto al venerdì 16 agosto 2024.",True
"Secondo il bando, qual è la modalità di pagamento per l'iscrizione al TOLC?",B. Seguendo le modalità indicate sulla piattaforma PagoPA,"B.
    The text of the correct answer is: B. Seguendo le modalità indicate sulla piattaforma PagoPA.",True
Quando è possibile candidarsi alla seconda selezione per l'ammissione al corso?,"B. Dal 2 maggio 2024 al 15 luglio 2024, ore 13.00","B.
    Dal 2 maggio 2024 al 15 luglio 2024, ore 13.00.",True
Quando è possibile presentare la domanda di immatricolazione per la selezione straordinaria?,C. Dal 2 ottobre 2024 al 7 ottobre 2024 compreso,"A
    Dal 10 settembre 2024 al 19 settembre 2024, ore 13.00",False
"Secondo il bando, in quale periodo è possibile immatricolarsi o passare a un altro corso per chi ha necessità di recuperare o spostare il proprio percorso di studi?",C. Dal 2 ottobre 2024 al 7 ottobre 2024 compresi,"B
    B. Dal 9 ottobre 2024 al 15 ottobre 2024 compresi",False
"Secondo il bando, entro quale data deve essere conseguito il diploma di scuola secondaria superiore da parte degli studenti che si iscrivono con uno dei titoli elencati in 3.2.a?",D. 30 dicembre 2024,"D
    The text of the correct answer is: 30 dicembre 2024",True
"Secondo il bando, in quale situazione è possibile iscriversi contemporaneamente a due corsi di studi all'Università di Bologna?",D. Se previsto dalla legge n. 33 del 12 aprile 2022.,"D
    The text of the correct answer is:  Secondo il bando, in quale situazione è possibile iscriversi contemporaneamente a due corsi di studi all'Università di Bologna? D. Se previsto dalla legge n. 33 del 12 aprile 2022.",True
"Per la prima selezione, quali TOLC -E sono validi per l'ammissione?",D. I TOLC -E svolti tra il 1° gennaio 2023 e il 29 aprile 2024 compresi,"D
    D. I TOLC -E svolti tra il 1° gennaio 2023 e il 29 aprile 2024 compresi",True
Per quali studenti è possibile richiedere un tempo aggiuntivo del 50% per la prova TOLC?,B. Studenti con invalidità civile e/o handicap ai sensi della L. 104/1992,"B
    B. Studenti con invalidità civile e/o handicap ai sensi della L. 104/1992",True
Qual è il termine ultimo per la candidatura alla prima selezione?,"D. 30 aprile 2024, ore 13.00","D
    The text of the correct answer is: 30 aprile 2024, ore 13.00",True
Quando è possibile candidarsi per la seconda selezione per l'ammissione ai corsi di laurea?,"B. Dal 2 maggio 2024 al 15 luglio 2024, ore 13:00","B.
    The text of the correct answer is: Dal 2 maggio 2024 al 15 luglio 2024, ore 13:00.",True
Qual è la data limite per il conseguimento del titolo di studio per i candidati che non lo hanno ancora ottenuto al momento della candidatura?,B. 30 dicembre 2024,"B
    The text of the correct answer is: 30 dicembre 2024",True
Qual è la data limite per la presentazione di un certificato di conoscenza della lingua italiana per i cittadini non UE residenti all'estero che partecipano alla prima selezione?,C. 22/04/2024,"C
    The text of the correct answer is: 22/04/2024",True
"Qual è il punteggio minimo TOLC-E, pesato secondo i criteri descritti, richiesto per accedere alla seconda selezione?",C. 6/36,C. 6/36,True
"In caso di parità di punteggio nella graduatoria per un corso di studi, quale criterio viene utilizzato per stabilire l'ordine di merito?","D. L'età anagrafica, con la persona più giovane che precede.","D
    The text of the correct answer is: D. L'età anagrafica, con la persona più giovane che precede.",True
Secondo il bando,"A. Al corso di riserva, seguendo le modalità e le scadenze indicate nella Sezione 4.7, e dichiarare il proprio interesse a spostarsi nel corso di maggior interesse.","A.
    Al corso di riserva, seguendo le modalità e le scadenze indicate nella Sezione 4.7, e dichiarare il proprio interesse a spostarsi nel corso di maggior interesse.",True
"In quale delle seguenti situazioni un candidato risulta ""Idoneo"" alla selezione?",C. Ha ottenuto un punteggio di almeno 6/36 ma non rientra nei posti disponibili.,"C.
    The text of the correct answer is:
    Ha ottenuto un punteggio maggiore o uguale a 6/36 ma non rientra nei posti disponibili.",True
Cosa succede a un candidato che risulta “Vincitore” in una graduatoria per un corso di studio di riserva?,"D. Può immatricolarsi al corso di riserva e, se lo desidera, dichiarare il proprio interesse allo spostamento nel corso di maggior interesse.","D
    The text of the correct answer is: Può immatricolarsi al corso di riserva e, se lo desidera, dichiarare il proprio interesse allo spostamento nel corso di maggior interesse.",True
Quando è possibile dichiarare l'interesse al recupero per la seconda selezione?,A. Dal 25 luglio 2024 al 30 luglio 2024,"B
    Dal 25 luglio 2024 al 30 luglio 2024",False
Quando è possibile dichiarare l'interesse allo spostamento per la seconda selezione?,C. Dal 25 luglio 2024 al 30 luglio 2024,C. Dal 25 luglio 2024 al 30 luglio 2024,True
Qual è la data limite per l'attivazione della carriera universitaria per gli studenti che hanno ottenuto un posto a seguito della procedura di recupero nella seconda selezione?,A. 26 agosto 2024,"C
    The text of the correct answer is: 30 maggio 2024",False
"Entro quale data è necessario attivare la carriera universitaria dopo l'immatricolazione, pena l'annullamento dell'immatricolazione stessa?",B. 28 febbraio 2025,"B
    The text of the correct answer is: 28 febbraio 2025",True
Entro quale data un studente deve richiedere il riconoscimento di precedenti carriere universitarie concluse?,C. 28 novembre 2024,"C
    The text of the correct answer is: 28 novembre 2024",True
"Per ottenere le agevolazioni sulla contribuzione studentesca in funzione dell'ISEE, qual è il periodo temporale entro cui devono essere stati acquisiti i CFU riconosciuti?",C. 16/05/2024 – 23/05/2024,"D
    The text of the correct answer is: 11/08/2023 – 10/08/2024",False
In quale periodo è possibile richiedere il passaggio di corso per la selezione straordinaria?,C. Dal 2 ottobre 2024 al 7 ottobre 2024,C. Dal 2 ottobre 2024 al 7 ottobre 2024.,True
Per quali periodi di tempo sono considerati validi i CFU per ottenere agevolazioni sulla contribuzione studentesca?,C. Dal 1° agosto 2023 al 10 agosto 2024,"C
    The text of the correct answer is: Dal 1° agosto 2023 al 10 agosto 2024",True
"In base al testo, entro quale data è possibile presentare domanda di trasferimento in uscita dall'ateneo di provenienza?",B. Dopo l'immatricolazione,"B
    After immatricolazione.",True
In che anno è possibile sostenere il TOLC a distanza (“TOLC@CASA”) per candidarsi al contingente “cittadini non -UE residenti all’estero”?,A. 2024,A. 2024,True
Qual è l'importo della parte fissa della contribuzione studentesca per l'iscrizione a un corso di studi all'Università di Bologna?,"C. 157,04 €","C. 157,04 €",True
Qual è il criterio determinante per il numero minimo di CFU richiesti per accedere ai benefici ER.GO?,"C. L'anno di prima immatricolazione all'università, anche se avvenuta presso un altro Ateneo.","C
    The text of the correct answer is: L'anno di prima immatricolazione all'università, anche se avvenuta presso altro Ateneo.",True
In quale delle seguenti date l'Ufficio Contribuzioni Studentesche di Bologna sarà chiuso?,B. venerdì 29 marzo 2024,B. venerdì 29 marzo 2024.,True
"Secondo il bando, qual è la modalità di pagamento prevista per l'iscrizione al TOLC?",C. Seguendo le modalità indicate sulla piattaforma PagoPA tramite Studenti Online,"C
    The text of the correct answer is: C. Attraverso la piattaforma PagoPA tramite Studenti Online",True
