domanda,risposta_gold,risposta,se_corretta
Qual è il tipo di accesso richiesto per il corso di Laurea in Matematica presso l'Università di Bologna?,D. Numero programmato - TOLC-I,D. Numero programmato - TOLC-I,True
Quale tra le seguenti NON è una funzione svolta dal Consiglio di Corso?,B.  Predisposizione dei calendari e delle commissioni degli esami di laurea.,"D.
    Esercizio del potere di nomina dei professori del corso.
    (The Consiglio di Corso does not have the function of nominating professors of the course.)",False
"Per ottenere il riconoscimento dello status di “studente lavoratore” all'Università di Bologna nell'anno accademico 2024/2025, quali sono i requisiti essenziali?","D. Studiare in un corso di Laurea, Laurea Magistrale a ciclo unico o Laurea Magistrale e aver svolto un'attività lavorativa per almeno 3 mesi con un impegno di almeno 4 ore la settimana nei dodici mesi antecedenti alla scadenza dell'avviso, oppure per non meno di trenta giornate lavorative.","D
    The text of the correct answer is: D. Studiare in un corso di Laurea, Laurea Magistrale a ciclo unico o Laurea Magistrale e aver svolto un'attività lavorativa per almeno 3 mesi con un impegno di almeno 4 ore la settimana nei dodici mesi antecedenti alla scadenza dell'avviso, oppure per non meno di trenta giornate lavorative.",True
Quali servizi di supporto sono offerti ai studenti all'interno di un singolo Corso di Studio?,C. Servizi di tutorato dedicati al supporto peer to peer.,"C
    The text of the correct answer is: Servizi di tutorato dedicati al supporto peer to peer.",True
"In base al regolamento, quando può essere assegnato un voto di laurea magistrale di 5 o 6 punti?","A. Quando il relatore richiede un voto di 5 o 6 punti e il controrelatore, individuato dal Coordinatore, esprime il proprio parere positivo.",D. Quando il relatore richiede un voto di 5 o 6 punti e lo studente ha una media dei voti non inferiore a 108/110.,False
Quale dei seguenti affermazioni riguardo al TOLC-I è FALSA?,A. Il TOLC-I è composto da 50 quesiti e dura 1 ora e 50 minuti.,"D. Il TOLC-I è necessario sostenere presso la stessa sede del Corso di tuo interesse.

    The TOLC-I test can be taken at different locations, not necessarily at the same location as the course of interest.",False
"Quanto tempo dura il test TOLC-I, uno dei tipi di TOLC previsti per l'accesso a questo corso?",D. 1 ora e 50 minuti,"D
    The text of the correct answer is: 1 ora e 50 minuti",True
Quanto costa l'iscrizione alla selezione per entrare in graduatoria per un corso di laurea presso l'Università di Bologna?,C. 20 €,C. 20 €,True
Quante posizioni totali sono disponibili per il corso di laurea in Scienze dei Materiali nell'ambito della selezione straordinaria per l'anno accademico 2024/2025?,B. 88,"C. 5.
    The number of positions available for the course of Science of Materials in the extraordinary selection for the academic year 2024/2025 is 5. This can be calculated by subtracting the number of students who have already been admitted from the total number of positions available for the Science field. In the context, the total number of positions available for the Science field is 180, and the number of students admitted through the ordinary selection is 55. Therefore, the remaining positions are 180 - 55 = 125. However, since one position is reserved for students attending the master's courses in mathematical/physical fields, the number of positions available for the Science of Materials course is 125 - 1 = 124. But since the extraordinary selection is for covering the remaining positions, the number of positions available for the extraordinary selection is 180 - 55 - 1 = 124 - 55 = 5.",False
Qual è la data limite per la presentazione del certificato di conoscenza della lingua italiana per la selezione straordinaria?,D. 23/09/2024,"D
    The text of the correct answer is: 23/09/2024",True
"Chi è la Responsabile del procedimento, secondo il testo?",B. dott.ssa Barbara Froio,B. dott.ssa Barbara Froio.,True
"Secondo il bando, qual è la modalità di pagamento per l'iscrizione al TOLC?","D. Tramite la piattaforma PagoPA, seguendo le indicazioni su Studenti Online.","D.
    The text of the correct answer is: D. Tramite la piattaforma PagoPA, seguendo le indicazioni su Studenti Online.",True
Qual è la data limite per l'invio dell'attestato TOLC non ricevuto automaticamente per la prima selezione?,C. 9 maggio 2024,C. 9 maggio 2024.,True
Quando è possibile presentare la candidatura alla selezione per l'immatricolazione?,"A. Dal 2 maggio 2024 al 15 luglio 2024, ore 13.00","A
    A. Dal 2 maggio 2024 al 15 luglio 2024, ore 13.00",True
"Quanti posti sono disponibili per il corso di Astronomia (Codice 8004) per i cittadini italiani, dell'Unione Europea, cittadini non-UE equiparati e cittadini non-UE residenti all'estero che devono concorrere con i cittadini UE?",A. 35,"A. 35.
    The number of available seats for the course of Astronomy (Codice 8004) for Italian citizens, European Union citizens, equivalent non-EU citizens, and non-EU citizens residing abroad who must compete with EU citizens is 35. This number is obtained by summing the number of seats reserved for Italian/UE/equivalent citizens (38) and the number of seats reserved for non-EU citizens residing abroad (2), minus the number of seats already filled by the first selection (35 - 33 = 2). The remaining seats are not included in this calculation.",True
