domanda,risposta_gold,risposta,se_corretta
Qual è il tipo di accesso richiesto per il corso di Laurea in Matematica presso l'Università di Bologna?,B. Numero programmato - TOLC-I,B. Numero programmato - TOLC-I,True
Quale tra le seguenti NON è una funzione svolta dal Consiglio di Corso?,A.  Predisposizione dei calendari e delle commissioni degli esami di laurea.,"C.  Esercizio del potere di nomina dei professori del corso.

This is the correct answer because, according to the provided context, the Consiglio di Corso is involved in activities such as formulating proposals on curriculum and teaching regulations, organizing teaching activities, and recognizing credits. However, the nomination of professors is not listed as one of their responsibilities.",False
"Per ottenere il riconoscimento dello status di “studente lavoratore” all'Università di Bologna nell'anno accademico 2024/2025, quali sono i requisiti essenziali?","A. Studiare in un corso di Laurea, Laurea Magistrale a ciclo unico o Laurea Magistrale e aver svolto un'attività lavorativa per almeno 3 mesi con un impegno di almeno 4 ore la settimana nei dodici mesi antecedenti alla scadenza dell'avviso, oppure per non meno di trenta giornate lavorative.","A. Studiare in un corso di Laurea, Laurea Magistrale a ciclo unico o Laurea Magistrale e aver svolto un'attività lavorativa per almeno 3 mesi con un impegno di almeno 4 ore la settimana nei dodici mesi antecedenti alla scadenza dell'avviso.",True
Quali servizi di supporto sono offerti ai studenti all'interno di un singolo Corso di Studio?,D. Servizi di tutorato dedicati al supporto peer to peer.,D. Servizi di tutorato dedicati al supporto peer to peer.,True
"In base al regolamento, quando può essere assegnato un voto di laurea magistrale di 5 o 6 punti?","D. Quando il relatore richiede un voto di 5 o 6 punti e il controrelatore, individuato dal Coordinatore, esprime il proprio parere positivo.","D. Quando il relatore richiede un voto di 5 o 6 punti e il controrelatore, individuato dal Coordinatore, esprime il proprio parere positivo.",True
Quale dei seguenti affermazioni riguardo al TOLC-I è FALSA?,B. Il TOLC-I è composto da 50 quesiti e dura 1 ora e 50 minuti.,A. Il TOLC-I è necessario sostenere presso la stessa sede del Corso di tuo interesse.,False
"Quanto tempo dura il test TOLC-I, uno dei tipi di TOLC previsti per l'accesso a questo corso?",B. 1 ora e 50 minuti,B. 1 ora e 50 minuti,True
Quanto costa l'iscrizione alla selezione per entrare in graduatoria per un corso di laurea presso l'Università di Bologna?,A. 20 €,A. 20 €,True
Quante posizioni totali sono disponibili per il corso di laurea in Scienze dei Materiali nell'ambito della selezione straordinaria per l'anno accademico 2024/2025?,B. 88,D. 20,False
Qual è la data limite per la presentazione del certificato di conoscenza della lingua italiana per la selezione straordinaria?,B. 23/09/2024,B. 23/09/2024,True
"Chi è la Responsabile del procedimento, secondo il testo?",A. dott.ssa Barbara Froio,A. dott.ssa Barbara Froio,True
"Secondo il bando, qual è la modalità di pagamento per l'iscrizione al TOLC?","B. Tramite la piattaforma PagoPA, seguendo le indicazioni su Studenti Online.","B. Tramite la piattaforma PagoPA, seguendo le indicazioni su Studenti Online.",True
