domanda,risposta_gold,risposta,se_corretta
Qual è il tipo di accesso numero programmato utilizzato per questo corso?,D. TOLC-I,D. TOLC-I,True
Qual è la principale funzione del Coordinatore del Corso?,A. La pianificazione degli indirizzi del Consiglio.,A. La pianificazione degli indirizzi del Consiglio.,True
Qual è la durata del tirocinio curriculare?,C. 150 ore,"C. 150 ore

Explanation: According to the context provided, the tirocinio curriculare is described as having a duration of 150 hours, with each CFU (crediti formativi universitari) equating to 25 hours. The other options (A, B, D) do not correspond to the information given in the text.",True
Qual è il valore di 1 CFU in ore?,B. 25,B. 25,True
Qual è il periodo in cui si può presentare domanda per ottenere lo status di studente lavoratore?,"D. Dal 4 settembre al 4 ottobre 2024, o dal 19 dicembre 2024 al 31 gennaio 2025","D. Dal 4 settembre al 4 ottobre 2024, o dal 19 dicembre 2024 al 31 gennaio 2025",True
Qual è il periodo in cui si possono iscrivere alla selezione II per l'accesso al corso?,D. Dal 02/05/2024 al 15/07/2023 alle 13:00.,B. Dal 01/01/2023 al 12 luglio 2024 alle 13:00.,False
Qual è il corso di laurea in Ingegneria Scienze Informatiche?,"A. Il corso di laurea in Ingegneria Scienze Informatiche fornisce un'ampia formazione in diverse aree di specializzazione, tra cui la programmazione, la gestione di sistemi e la teoria dei sistemi.",C. Il corso di laurea in Ingegneria Scienze Informatiche è dedicato alla formazione di informatici.,False
Qual è l'obiettivo principale del piano didattico del corso di laurea?,D. Demonstrar la capacità di applicare e comunicare le conoscenze acquisite nel Corso di Studio stesso.,D. Demonstrar la capacità di applicare e comunicare le conoscenza acquisite nel Corso di Studio stesso.,True
Qual è l'obiettivo principale del corso di Ingegneria Scienze Informatiche?,B. Descrivere la struttura del corso.,D. Definire l'organizzazione del corso.,False
Qual è il principale servizio pensato per supportare gli studenti nel loro percorso universitario?,A. La mia e-mail Studenti,A. La mia e-mail Studenti,True
Qual è l'indirizzo della sede del corso in Cesena?,"B. Via Montalti 69, 47521 Cesena (FC)","C. Palazzo Urbinati - Via Montalti 69, 47521 Cesena (FC)",False
Qual è la normativa per la presentazione della richiesta di riconoscimento attività lavorativa o extra-universitaria in sostituzione del tirocinio?,D. La normativa per la presentazione della richiesta di riconoscimento attività lavorativa o extra-universitaria in sostituzione del tirocinio è definita nell’articolo 12 del Regolamento universitario.,D. Art. 12 del Regolamento universitario.,True
Qual è il principale vantaggio del corso di Ingegneria Scienze Informatiche secondo l'autore?,B. La possibilità di continuare un eventuale corso magistrale.,C. La possibilità di ottenere una buona base per intraprendere un percorso lavorativo.,False
Qual è il periodo in cui devi iscriverti al corso di studio?,A. Fino al conseguimento del titolo accademico.,B. Fino alla scadenza della domanda di rinnovo.,False
Qual è il servizio universitario che fornisce informazioni sull'organizzazione degli eventi e attività studentesche?,D. Studiare all'estero,B. borse di studio e agevolazioni,False
Qual è la possibilità di iniziare un percorso di specializzazione verso tematiche di specifico interesse dello studente in questo corso?,B. Ampia scelta di corsi complementari in numerosi ambiti.,B. Ampia scelta di corsi complementari in numerosi ambiti.,True
Qual è l'obiettivo principale del corso di laurea in Ingegneria e Scienze Informatiche?,D. Fornire una cultura scientifica e ingegneristica di base e una conoscenza approfondita delle tecniche e metodologie di progettazione e di strumenti attuali per la realizzazione di soluzioni informatiche.,D. Fornire una cultura scientifica e ingegneristica di base e una conoscenza approfondita delle tecniche e metodologie di progettazione e di strumenti attuali per la realizzazione di soluziones informaticas.,True
Qual è l'obiettivo del corso di Ingegneria Scienze Informatiche?,D. Fornire una cultura scientifica e ingegneristica di base e una conoscenza approfondita delle tecniche e metodologie di progettazione e degli strumenti più attuali per la realizzazione di soluzioni informatiche.,"D. Fornire una cultura scientifica e ingegneristica di base e una conoscenza approfondita delle tecniche e metodologie di progettazione e degli strumenti più attuali per la realizzazione di soluzioni informatiche.

This answer is derived from the context provided, which states:

""Il corso forma professionisti in grado di progettare, sviluppare e gestire sistemi e applicazioni in ambito informatico, fornendo una cultura scientifica e ingegneristica di base e una conoscenza approfondita delle tecniche e metodologie di progettazione e degli strumenti più attuali per la realizzazione di soluzioni informatiche.",True
Qual è il periodo di elezione dei rappresentanti degli studenti per il corso di Studio in Ingegneria e Scienze Informatiche?,C. Periodicamente gli studenti del Corso eleggono i propri rappresentanti per proporre e sostenere le proprie istanze presso il Consiglio di Corso.,C. Periodicamente gli studenti del Corso eleggono i propri rappresentanti per proporre e sostenere le proprie istanze presso il Consiglio di Corso.,True
Qual è il compito della Commissione di gestione Assicurazione di Qualità del Corso?,D. Verificare l'attuazione delle azioni di miglioramento e monitorare l'andamento delle carriere degli studenti.,D. Verificare l'attuazione delle azioni di miglioramento e monitorare l'andamento delle carriere degli studenti.,True
Qual è il nome del docente inserito nel testo?,D. Non inserito nel testo,A. Marco Antonio Boschetti,False
Qual è l'obiettivo principale del nuovo ordinamento didattico del Corso di Laurea in Ingegneria e scienze informatiche?,D. La conservazione della struttura del corso,C. Trasformare l’insegnamento al primo anno di Inglese da B1 a B2,False
Il laureato è in grado di eseguire...,D. Il laureato è in grado di eseguire...,"C. Il laureato è in grado di eseguire...















































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































",False
Qual è la principale funzione del corso di laurea in Ingegneria e Scienze Informatiche?,"A. Progettare, sviluppare e gestire sistemi e applicazioni in ambito informatico","A. Progettare, sviluppare e gestire sistemi e applicazioni in ambito informatico",True
Qual è il nuovo regolamento per l'uso del Marchio dell'Ateneo?,B. Il nuovo regolamento consente di inserire il marchio sulla copertina e sul frontespizio della prova finale.,B. Il nuovo regolamento consente di inserire il marchio sulla copertina e sul frontespizio della prova finale.,True
Qual è l'evento che è stato recentemente aperto?,C. Il corso di laurea in Ingegneria e Scienze Informatiche e del Corso di laurea a orientamento professionale in Tecnologie dei Sistemi Informatici,C. Il corso di laurea in Ingegneria e Scienze Informatiche e del Corso di laurea a orientamento professionale in Tecnologie dei Sistemi Informatici,True
Qual è il principale compito della segreteria studentesca in questo contesto?,A. La gestione delle carriere degli studenti iscritti al Corso.,A. La gestione delle carriere degli studenti iscritti al Corso.,True
Qual è la durata del tirocinio curriculare?,D. La durata del tirocinio curriculare è pari a 25 ore per ogni credito formativo attribuito a questo tipo di attività nel piano didattico del Corso.,D. 25 ore per ogni credito formativo attribuito a questo tipo di attività nel piano didattico del Corso.,True
Qual è l’obiettivo principale di questo corso di tirocinio?,D. Caricare la domanda di tirocinio su https://tirocini.unibo.it,A. Inserire la relazione finale del tirocinio.,False
Il presente regolamento contiene quali tipi di tirocini curriculari?,"B. tirocinio curriculare, tirocinio in preparazione della prova finale, tirocinio professionalizzante post laurea","B. tirocinio curriculare, tirocinio in preparazione della prova finale, tirocinio professionalizzante post laurea",True
Qual è l'obiettivo principale del tirocinio curriculare?,C. Aquire competenze professionalizzanti attraverso l'esecuzione di attività pratiche.,C. Acquire competenze professionalizzantes through the execution of practical activities.,True
Qual è lo scopo della relazione di tirocinio in questo corso?,A. Illustrare il contesto in cui è stato effettuato il tirocinio e elencare le attività svolte.,B. Valutare complessivamente l’esperienza in termini dei contenuti appresi.,False
Qual è la principale funzione del laureato in questo corso?,A. Conoscere e applicare conoscenze e competenze di comprensione.,A. Conoscere e applicare conoscenze e competenze di comprensione.,True
Qual è il titolo di studio rilasciato al termine di un corso di studio in Ingegneria e Scienze Informatiche?,C. Dottore in Ingegneria e Scienze Informatiche,C. Dottore in Ingegneria e Scienze Informatiche,True
Qual è il nuovo calcolo della media di laurea per laureandi con carriera pregressa?,B. Il nuovo calcolo della media di laurea per laureandi con carriera pregressa utilizza l'es exclusione dei voti delle attività riconosciute da precedenti carriere già chiuse.,D. Il nuovo calcolo della media di laurea per laureandi con carriera pregressa utilizza l'es exclusione dei voti delle attività formative conseguite nell’ambito dello stesso corso di studio in cui si consegue il titolo finale.,False
Qual è l'obiettivo della verifica delle conoscenze nell'iscrizione al corso?,D. Verificare che il candidato non abbia carenze significative in particolari discipline per cui è richiesta un'adeguata preparazione per affrontare con profitto il Corso.,D. Verificare che il candidato non abbia carenze significative in particolari discipline per cui è richiesta un'adeguata preparazione per affrontare con profitto il Corso.,True
Qual è l'obiettivo principale del corso di laurea in Informatica?,B. L'apprendimento dei principi dell'ingegneria del software,B. The principles of software engineering,True
Qual è il processo per ottenere la laurea in Ingegneria Scienze Informatiche?,B. Adhere strictamente alle linee guida per la redazione della tesi in Lingua Italiana.,C. Confermare la validità della tesi con il docente.,False
Qual è il titolo del lavoro di laurea descritto nel testo?,B. Il titolo del lavoro di laurea è descritto nel testo.,"B. Il titolo del lavoro di laurea è descritto nel testo.

(Note: The correct answer based on the context provided is B. However, the text does not explicitly state a title for the work of laurea. The closest reference is ""Elaborato in [discipline present in the title of the elaborato]"", but it does not give a specific title. The answer B is chosen based on the instruction to answer with only the letter, but in reality, the text does not contain enough information to extract a specific title.)",True
Qual è la durata della prova scritta per la materia di Ingegneria del Software?,A. 40 minuti,D. 20 minutes,False
Qual è la durata del secondo periodo di esami del corso?,C. Dal 03/06/2024 all'inizio delle lezioni dell'a. a.\xa02024/25 (settembre 2024),B. Dal 17/02/2025 al 10/06/2025,False
Qual è l'obiettivo principale del programma 'Muoversi in città: agevolazioni e sostenibilità per la comunità Unibo'?,A. Promuovere la sostenibilità della mobilità universitaria.,A. Promuovere la sostenibilità della mobilità universitaria.,True
Qual è l'obiettivo principale del corso di Ingegneria Scienze Informatiche?,C. Sapere le basi di programmazione per sviluppare software,C. Sapere le basi di programmazione per sviluppare software,True
Qual è l'obiettivo del corso di Ingegneria e Scienze Informatiche?,D. Proporre agli studenti lo studio dell’informatica approfondendo aspetti sia di tipo progettuale/ingegneristico che di tipo matematico/scientifico.,D. Proporre agli studenti lo studio dell’informatica approfondendo aspetti sia di tipo progettuale/ingegneristico che di tipo matematico/scientifico.,True
"Qual è la differenza tra “Ingegneria Informatica” (BO), “Informatica” ( BO) e “Ingegneria e Scienze Informatiche”?","A. Il corso di Ingegneria Informatica utilizza un maggior numero di esami quali “Elettronica”, “Controlli Automatici”, “Elettrotecnica”, mentre il corso di Informatica utilizza un maggior numero di esami legato all’Informatica teorica e alla modellazione formale di sistemi.","A. Il corso di Ingegneria Informatica utilizza un maggior numero di esami quali “Elettronica”, “Controlli Automatici”, “Elettrotecnica”, mentre il corso di Informatica utilizza un maggior numero di esami legato all’Informatica teorica e alla modellazione formale di sistemi.",True
Qual è il corso di laurea triennale che si svolge in Cesena nel Dipartimento di Informatica – Scienza e Ingegneria?,B. Ingegneria e Scienze,B. Ingegneria e Scienze,True
Qual è il requisito principale per complete la relazione finale del corso di laurea?,D. Deve essere frutto di approfondimento di un lavoro individuale.,D. Deve essere frutto di approfondimento di un lavoro individuale.,True
Qual è la validità della domanda di laurea?,A. La domanda di laurea è valida per un solo anno accademico.,A. La domanda di laurea è valida per un solo anno accademico.,True
Qual è il diritto d’autore sulla tesi di laurea?,"B. Il diritto d’autore sulla tesi, sia morali che patrimoniali, spettano al laureando.","B. Il diritto d’autore sulla tesi, sia morali che patrimoniali, spettano al laureando.",True
Qual è il requisito principale per complete la relazione finale del corso?,D. Deve essere frutto di approfondimento di un lavoro individuale.,D. Deve essere frutto di approfondimento di un lavoro individuale.,True
Qual è il formato del file della tesi?,"D. PDF testuale, con frontespizio, in base al modello fornito dal CdS","D. PDF testuale, con frontespizio, in base al modello fornito dal CdS",True
Qual è il piano didattico per gli studenti immatricolati nell'a.a. 2024/2025?,B. Il piano didattico per gli studenti immatricolati nell'a.a. 2024/2025 è disponibile sul sito web della università.,C. Il piano didattico per gli studenti immatricolati nell'a.a. 2024/2025 è disponibile sul sito web del corso.,False
Qual è il piano didattico per gli studenti immatricolati nell'a.a. 2024/2025?,B. Il piano didattico per studenti immatricolati nell'a.a. 2024-25 è disponibile sul sito web della università.,D. Il piano didattico per studenti immatricolati nell'a.a. 2024-25 è disponibile sul sito web della facoltà di ingegneria scienze informatiche.,False
Qual è il periodo in cui si tengono le lezioni di un insegnamento di questo corso?,D. 18/09/2024 - 18/12/2024 2: 17/02/2025 - 10/06/2025 E: 18/09/2024 - 10/06/2025,D: 18/09/2024 - 18/12/2024 2: 17/02/2025 - 10/06/2025 E: 18/09/2024 - 10/06/2025,True
Qual è il periodo in cui si tengono le lezioni di un insegnamento di questo corso?,C. 18/09/2024 - 18/12/2024 2: 17/02/2025 - 10/06/2025 E: 18/09/2024 - 10/06/2025,C: 18/09/2024 - 18/12/2024 2: 17/02/2025 - 10/06/2025 E: 18/09/2024 - 10/06/2025,True
Qual è l'anno in cui si svolgeranno le lezioni del corso di laurea in Ingegneria e scienze informatiche?,A. Il 2024/2025,A: 2024/2025,True
Qual è il principale obiettivo di questo corso di laurea?,C. Sapere la storia della letteratura italiana,B. Sapere la storia della letteratura inglese,False
"Qual è l'obiettivo del modulo ""Giustificativo per il datore di lavoro""?",D. Cercare di certificare l'assenza lavorativa in caso di partecipazione alle lezioni o prove d'esame.,D. Cercare di certificare l'assenza lavorativa in caso di partecipazione alle lezioni o prove d'esame.,True
Qual è il servizio di tutorato del corso di studio?,C. Il servizio di tutorato del corso di studio fornisce indicazioni sull’organizzazione e la didattica degli insegnamenti.,C. Il servizio di tutorato del corso di studio fornisce indicazioni sull’organizzazione e la didattica degli insegnamenti.,True
"Qual è la principale funzione del ruolo di Analista, Progettista e Programmatore di Software?","A. Analizzare, progettare e sviluppare nuove applicazioni informatiche e/o evoluzione di applicazioni software esistenti.","A. Analizzare, progettare e sviluppare nuove applicazioni informatiche e/o evoluzione di applicazioni software esistenti.",True
Qual è l'obiettivo principale del sito web del corso?,C. Presentazione del corso,C. Presentazione del corso,True
Qual è il periodo massimo di validità per il soggiorno all'estero?,D. Sei mesi,D. Sei mesi,True
Qual è l'obiettivo principale delle sale studio Alfa Albatros e Beta a Cesena?,B. Ricercati individuali o di gruppo,C. Lo svolgimento dell'attività didattica,False
Qual è la media di laurea in Ingegneria e scienze informatiche?,D. La media in trentesimi viene sommata alla media ponderata di tutti gli esami con voto in trentesimi sostenuti nel piano di studio.,D. La media in trentesimi viene sommata alla media ponderata di tutti gli esami con voto in trentesimi sostenuti nel piano di studio.,True
Qual è l'obbligatorio percorso formativo sulla salute e sicurezza nei luoghi di lavoro previsti dal Decreto Legislativo 81/2008?,B. La formazione generale (Modulo 1) svolta presso l’Ateneo di Bologna o altro ente,B. La formazione generale (Modulo 1) svolta presso l’Ateneo di Bologna o altro ente,True
Qual è l'obiettivo della validazione dell'identità digitale?,D. Associare l’account nome.cognome@studio.unibo.it a quanto hai dichiarato in fase di immatricolazione.,D. Associare l’account nome.cognome@studio.unibo.it a quanto hai dichiarato in fase di immatricolazione.,True
Qual è la principale funzione del tutor nel corso di studio?,D. La funzione di interfaccia tra gli studenti e il corso,D. La funzione di interfaccia tra gli studenti e il corso,True
"Qual è il principale objetivo del servizio ""Sistema Bibliotecario di Ateneo - Informazioni e supporto da studente a studente tramite LiveChat su Teams""?",A. Aiutar gli studenti nella ricerca di informazioni e materiale utile per la preparazione degli esami e la stesura della tesi.,A. Aiutar gli studenti nella ricerca di informazioni e materiale utile per la preparazione degli esami e la stesura della tesi.,True
Qual è la validità del TOLC per iscriversi al Corso di Ingegneria?,D. Il TOLC in presenza (TOLC@UNI) svolti nel 2024 sono validi.,D. Il TOLC in presenza (TOLC@UNI) svolti nel 2024 sono validi.,True
Qual è il tasso di laureati per questo corso?,B. 30.1%,C. 32.3%,False
Qual è la natura del corso in cifre?,A. Il corso in cifre è un corso di laurea in Ingegneria e scienze informatiche.,A. Il corso in cifre è un corso di laurea in Ingegneria e scienze informatiche.,True
Qual è l'obbligatorio per poter chiudere correttamente il piano di studi?,B. Scegliere fin da ora come si vorrà svolgere la prova finale.,B. Scegliere fin da ora come si vorrà svolgere la prova finale.,True
Qual è l'obiettivo principale del corso di laurea in Ingegneria Scienze Informatiche?,B. Fornire alle studenti le competenze necessarie per lavorare nel campo dell'ingegneria informatica.,B. Fornire alle studenti le competenze necessarie per lavorare nel campo dell'ingegneria informatica.,True
Qual è l'importanza della frequenza delle lezioni in questo corso?,B. La frequenza delle lezioni non è obbligatoria ma è fortemente consigliata. La partecipazione costante alle lezioni rende più fruttuoso e veloce il percorso di studi.,B. La frequenza delle lezioni non è obbligatoria ma è fortemente consigliata. La partecipazione costante alle lezioni rende più fruttuoso e veloce il percorso di studi.,True
Qual è il servizio che aiuta gli studenti con disabilità o DSA?,A. Servizio per gli Studenti con Disabilità o con DSA,A. Servizio per gli Studenti con Disabilità o con DSA,True
