domanda,risposta_gold,risposta,se_corretta
Qual è il tipo di accesso numero programmato utilizzato per questo corso?,D. TOLC-I,D. TOLC-I,True
Qual è la principale funzione del Coordinatore del Corso?,B. La pianificazione degli indirizzi del Consiglio.,"B
    The text of the correct answer is: La pianificazione degli indirizzi del Consiglio.",True
Qual è la durata del tirocinio curriculare?,A. 150 ore,A. 150 ore.,True
Qual è il valore di 1 CFU in ore?,B. 25,"B

    The answer in Italian is: 25",True
Qual è il periodo in cui si può presentare domanda per ottenere lo status di studente lavoratore?,"C. Dal 4 settembre al 4 ottobre 2024, o dal 19 dicembre 2024 al 31 gennaio 2025","C
    The text of the correct answer is: Dal 4 settembre al 4 ottobre 2024, o dal 19 dicembre 2024 al 31 gennaio 2025",True
Qual è il periodo in cui si possono iscrivere alla selezione II per l'accesso al corso?,A. Dal 02/05/2024 al 15/07/2023 alle 13:00.,"C
    C. Dal 04/03/2024 al 30/04/2024 alle 13:00.",False
Qual è il corso di laurea in Ingegneria Scienze Informatiche?,"A. Il corso di laurea in Ingegneria Scienze Informatiche fornisce un'ampia formazione in diverse aree di specializzazione, tra cui la programmazione, la gestione di sistemi e la teoria dei sistemi.","D
    The text of the correct answer is: Il corso di laurea in Ingegneria Scienze Informatiche è dedicato alla formazione di informatici.",False
Qual è l'obiettivo principale del piano didattico del corso di laurea?,A. Demonstrar la capacità di applicare e comunicare le conoscenze acquisite nel Corso di Studio stesso.,A. Demonstrar la capacità di applicare e comunicare le conoscenze acquisite nel Corso di Studio stesso.,True
Qual è l'obiettivo principale del corso di Ingegneria Scienze Informatiche?,C. Descrivere la struttura del corso.,D. Elencare le materie del corso.,False
Qual è il principale servizio pensato per supportare gli studenti nel loro percorso universitario?,A. La mia e-mail Studenti,A. La mia e-mail Studenti,True
Qual è l'indirizzo della sede del corso in Cesena?,"A. Via Montalti 69, 47521 Cesena (FC)","A. Via Montalti 69, 47521 Cesena (FC)",True
Qual è la normativa per la presentazione della richiesta di riconoscimento attività lavorativa o extra-universitaria in sostituzione del tirocinio?,A. La normativa per la presentazione della richiesta di riconoscimento attività lavorativa o extra-universitaria in sostituzione del tirocinio è definita nell’articolo 12 del Regolamento universitario.,D. La normativa per la presentazione della richiesta di riconoscimento attività lavorativa o extra-universitaria in sostituzione del tirocinio è definita nell’art. 14 del Regolamento universitario.,False
Qual è il principale vantaggio del corso di Ingegneria Scienze Informatiche secondo l'autore?,D. La possibilità di continuare un eventuale corso magistrale.,C. La possibilità di ottenere una buona base per intraprendere un percorso lavorativo.,False
Qual è il periodo in cui devi iscriverti al corso di studio?,A. Fino al conseguimento del titolo accademico.,A. Fino al conseguimento del titolo accademico.,True
Qual è il servizio universitario che fornisce informazioni sull'organizzazione degli eventi e attività studentesche?,C. Studiare all'estero,"D
    The text of the correct answer is: D. Borse di studio e agevolazioni",False
Qual è la possibilità di iniziare un percorso di specializzazione verso tematiche di specifico interesse dello studente in questo corso?,A. Ampia scelta di corsi complementari in numerosi ambiti.,"A.
    Ampia scelta di corsi complementari in numerosi ambiti.",True
Qual è l'obiettivo principale del corso di laurea in Ingegneria e Scienze Informatiche?,C. Fornire una cultura scientifica e ingegneristica di base e una conoscenza approfondita delle tecniche e metodologie di progettazione e di strumenti attuali per la realizzazione di soluzioni informatiche.,"C
    C. Fornire una cultura scientifica e ingegneristica di base e una conoscenza approfondita delle tecniche e metodologie di progettazione e di strumenti attuali per la realizzazione di soluzioni informatiche.",True
Qual è l'obiettivo del corso di Ingegneria Scienze Informatiche?,B. Fornire una cultura scientifica e ingegneristica di base e una conoscenza approfondita delle tecniche e metodologie di progettazione e degli strumenti più attuali per la realizzazione di soluzioni informatiche.,"B.
    B. Fornire una cultura scientifica e ingegneristica di base e una conoscenza approfondita delle tecniche e metodologie di progettazione e degli strumenti più attuali per la realizzazione di soluzioni informatiche.",True
Qual è il periodo di elezione dei rappresentanti degli studenti per il corso di Studio in Ingegneria e Scienze Informatiche?,C. Periodicamente gli studenti del Corso eleggono i propri rappresentanti per proporre e sostenere le proprie istanze presso il Consiglio di Corso.,C. Periodicamente gli studenti del Corso eleggono i propri rappresentanti per proporre e sostenere le proprie istanze presso il Consiglio di Corso.,True
Qual è il compito della Commissione di gestione Assicurazione di Qualità del Corso?,C. Verificare l'attuazione delle azioni di miglioramento e monitorare l'andamento delle carriere degli studenti.,"C
    The text of the correct answer is: Verificare l'attuazione delle azioni di miglioramento e monitorare l'andamento delle carriere degli studenti.",True
Qual è il nome del docente inserito nel testo?,C. Non inserito nel testo,C. Non inserito nel testo.,True
Qual è l'obiettivo principale del nuovo ordinamento didattico del Corso di Laurea in Ingegneria e scienze informatiche?,B. La conservazione della struttura del corso,"D
    The text of the correct answer is:  D. Sviluppare competenze trasversali per lavorare in team",False
Il laureato è in grado di eseguire...,A. Il laureato è in grado di eseguire...,"A

    <explanation>
    The context provides information about the skills and abilities of the graduate. Among these, the graduate is able to ""eseguire applicazioni del calcolo differenziale e integrale per funzioni di una variabile"" (execute applications of differential and integral calculus for functions of one variable). This is the ability that the question asks about, so the answer is A.
    </explanation>

    <references>
    - The context provided
    </references>",True
Qual è la principale funzione del corso di laurea in Ingegneria e Scienze Informatiche?,"A. Progettare, sviluppare e gestire sistemi e applicazioni in ambito informatico","A
    The text of the correct answer is: Progettare, sviluppare e gestire sistemi e applicazioni in ambito informatico",True
Qual è il nuovo regolamento per l'uso del Marchio dell'Ateneo?,A. Il nuovo regolamento consente di inserire il marchio sulla copertina e sul frontespizio della prova finale.,A. Il nuovo regolamento consente di inserire il marchio sulla copertina e sul frontespizio della prova finale.,True
Qual è l'evento che è stato recentemente aperto?,D. Il corso di laurea in Ingegneria e Scienze Informatiche e del Corso di laurea a orientamento professionale in Tecnologie dei Sistemi Informatici,"D.
    The text of the correct answer is: Il corso di laurea in Ingegneria e Scienze Informatiche e del Corso di laurea a orientamento professionale in Tecnologie dei Sistemi Informatici.",True
Qual è il principale compito della segreteria studentesca in questo contesto?,C. La gestione delle carriere degli studenti iscritti al Corso.,C. La gestione delle carriere degli studenti iscritti al Corso.,True
Qual è la durata del tirocinio curriculare?,D. La durata del tirocinio curriculare è pari a 25 ore per ogni credito formativo attribuito a questo tipo di attività nel piano didattico del Corso.,D. La durata del tirocinio curriculare è pari a 25 ore per ogni credito formativo attribuito a questo tipo di attività nel piano didattico del Corso.,True
Qual è l’obiettivo principale di questo corso di tirocinio?,B. Caricare la domanda di tirocinio su https://tirocini.unibo.it,"D
    The text of the correct answer is:  Confermare la validità dell’offerta formativa.",False
Il presente regolamento contiene quali tipi di tirocini curriculari?,"A. tirocinio curriculare, tirocinio in preparazione della prova finale, tirocinio professionalizzante post laurea","D
    (tirocinio di laurea, tirocinio di dottorato, tirocinio post laurea e tirocinio professionalizzante post laurea)",False
Qual è l'obiettivo principale del tirocinio curriculare?,D. Aquire competenze professionalizzanti attraverso l'esecuzione di attività pratiche.,"D
    The text of the correct answer is: Aquire competenze professionalizzanti attraverso l'esecuzione di attività pratiche.",True
Qual è lo scopo della relazione di tirocinio in questo corso?,B. Illustrare il contesto in cui è stato effettuato il tirocinio e elencare le attività svolte.,B. Illustrare il contesto in cui è stato effettuato il tirocinio e elencare le attività svolte.,True
Qual è la principale funzione del laureato in questo corso?,B. Conoscere e applicare conoscenze e competenze di comprensione.,"D.
    The text of the correct answer is:  Progettare e sviluppare nuove tecnologie informatiche.",False
Qual è il titolo di studio rilasciato al termine di un corso di studio in Ingegneria e Scienze Informatiche?,B. Dottore in Ingegneria e Scienze Informatiche,"B
    The text of the correct answer is: Dottore in Ingegneria e Scienze Informatiche",True
Qual è il nuovo calcolo della media di laurea per laureandi con carriera pregressa?,B. Il nuovo calcolo della media di laurea per laureandi con carriera pregressa utilizza l'es exclusione dei voti delle attività riconosciute da precedenti carriere già chiuse.,"D
    The text of the correct answer is: Il nuovo calcolo della media di laurea per laureandi con carriera pregressa utilizza l'es exclusione dei voti delle attività formative conseguite nell’ambito dello stesso corso di studio in cui si consegue il titolo finale.",False
Qual è l'obiettivo della verifica delle conoscenze nell'iscrizione al corso?,D. Verificare che il candidato non abbia carenze significative in particolari discipline per cui è richiesta un'adeguata preparazione per affrontare con profitto il Corso.,D. Verificare che il candidato non abbia carenze significative in particolari discipline per cui è richiesta un'adeguata preparazione per affrontare con profitto il Corso.,True
Qual è l'obiettivo principale del corso di laurea in Informatica?,D. L'apprendimento dei principi dell'ingegneria del software,"D
    The text of the correct answer is: La conoscenza dei principi dell'ingegneria del software.",True
Qual è il processo per ottenere la laurea in Ingegneria Scienze Informatiche?,D. Adhere strictamente alle linee guida per la redazione della tesi in Lingua Italiana.,"D.
    The text of the correct answer is: D. Adhere strictly to the guidelines for the writing of the thesis in Italian.",True
Qual è il titolo del lavoro di laurea descritto nel testo?,C. Il titolo del lavoro di laurea è descritto nel testo.,C. Il titolo del lavoro di laurea è descritto nel testo.,True
Qual è la durata della prova scritta per la materia di Ingegneria del Software?,C. 40 minuti,C. 40 minuti.,True
Qual è la durata del secondo periodo di esami del corso?,A. Dal 03/06/2024 all'inizio delle lezioni dell'a. a.\xa02024/25 (settembre 2024),"D
    The text of the correct answer is: Dal 17/02/2025 al 10/06/2025.",False
Qual è l'obiettivo principale del programma 'Muoversi in città: agevolazioni e sostenibilità per la comunità Unibo'?,C. Promuovere la sostenibilità della mobilità universitaria.,C. Promuovere la sostenibilità della mobilità universitaria.,True
Qual è l'obiettivo principale del corso di Ingegneria Scienze Informatiche?,D. Sapere le basi di programmazione per sviluppare software,"D
    The text of the correct answer is: D. Sapere le basi di programmazione per sviluppare software",True
Qual è l'obiettivo del corso di Ingegneria e Scienze Informatiche?,A. Proporre agli studenti lo studio dell’informatica approfondendo aspetti sia di tipo progettuale/ingegneristico che di tipo matematico/scientifico.,"A.
    Proporre agli studenti lo studio dell’informatica approfondendo aspetti sia di tipo progettuale/ingegneristico che di tipo matematico/scientifico.",True
"Qual è la differenza tra “Ingegneria Informatica” (BO), “Informatica” ( BO) e “Ingegneria e Scienze Informatiche”?","A. Il corso di Ingegneria Informatica utilizza un maggior numero di esami quali “Elettronica”, “Controlli Automatici”, “Elettrotecnica”, mentre il corso di Informatica utilizza un maggior numero di esami legato all’Informatica teorica e alla modellazione formale di sistemi.","A. The text of the correct answer is: Il corso di Ingegneria Informatica utilizza un maggior numero di esami quali “Elettronica”, “Controlli Automatici”, “Elettrotecnica”, mentre il corso di Informatica utilizza un maggior numero di esami legato all’Informatica teorica e alla modellazione formale di sistemi.",True
Qual è il corso di laurea triennale che si svolge in Cesena nel Dipartimento di Informatica – Scienza e Ingegneria?,B. Ingegneria e Scienze,C. Informatiche,False
