domanda,risposta_gold,risposta,se_corretta
A cosa possono rivolgersi gli studenti dell'Università di Bologna per ricevere supporto relativo alle attività didattiche e integrative?,D. I tutor dei Corsi di Studio,D,True
Qual è il tipo di accesso richiesto per il corso di laurea in Sviluppo e Cooperazione Internazionale?,C. Numero programmato - TOLC-E,C,True
Quando è possibile iscriversi alla selezione straordinaria per l'accesso al CdS SVIC per l'anno accademico 2024-2025?,D. Dal 10 settembre al 19 settembre 2024,D,True
Quale evento accademico si svolge il 2 ottobre 2024 presso l'università?,B. Il Welcome Day SVIC e il seminario “Il sistema agroalimentare interamericano”,B,True
"Quale tra i tre corsi di laurea si concentra principalmente sullo studio delle scienze sociali, con particolare attenzione alla scienza politica e alla sociologia, fornendo agli studenti gli strumenti per analizzare il comportamento individuale e di gruppo nell'arena politica e nella vita sociale?","C. Scienze Politiche, Sociali e Internazionali (SPOSI)",C,True
Quale delle seguenti affermazioni descrive correttamente la caratteristica principale del Corso di Scienze Internazionali e Diplomatiche (SID)?,D. Forte vocazione all'internazionalizzazione tipica dei Corsi imperniati sulle Relazioni Internazionali.,D,True
A quale classe di laurea appartiene il corso di laurea SVIC?,"A. L-37, Scienze sociali per la cooperazione, lo sviluppo e la pace",A,True
In quale anno è possibile accedere al programma di scambio di Buenos Aires per il corso di laurea in Scienze Politiche Sociali Internazionali?,A. Al primo anno,C,False
Quale tra le seguenti NON è una funzione esercitata dal Consiglio di Corso?,D.  predisposizione dei calendari e delle commissioni degli esami di laurea,C,False
"Per ottenere il riconoscimento dello status di “studente lavoratore” all'Università di Bologna nell'anno accademico 2024/2025, quali sono i requisiti essenziali?","A. Studiare in un corso di Laurea, Laurea Magistrale a ciclo unico o Laurea Magistrale e aver svolto un'attività lavorativa per almeno 3 mesi con un impegno di almeno 4 ore la settimana o per almeno 30 giornate lavorative nei dodici mesi antecedenti alla scadenza dell'avviso.",A,True
Quali servizi di supporto vengono offerti ai studenti per migliorare il loro apprendimento?,A. Servizi di tutorato dedicati per attività di supporto peer to peer.,A,True
"Per poter partecipare alle selezioni per il Corso di Laurea in Sviluppo e cooperazione internazionale, è necessario sostenere:",D. Il TOLC-E,D,True
Quando è possibile sostenere il TOLC per l'a.a. 2024/25 presso l'Università di Bologna?,A. Tra febbraio e luglio 2024,A,True
Qual è la data limite per l'inserimento dell'attestazione ISEE per evitare il pagamento della mora?,C. 30 ottobre 2024 ore 18:00,C,True
A chi è rivolta la selezione straordinaria per i corsi di laurea a numero programmato per l'anno accademico 2024/2025?,"C. Cittadini italiani, cittadini dell'Unione Europea, cittadini non-UE equiparati e cittadini non-UE residenti all'estero che devono concorrere con cittadini dell'UE",C,True
"Secondo il bando di ammissione A.A. 2024/2025, entro quale data i cittadini non-UE residenti all'estero devono presentare il certificato di conoscenza della lingua italiana?",A. 16/09/2024,A,True
"Secondo il bando di ammissione A.A. 2024/2025, entro quale data è necessario immatricolarsi, in caso di vittoria in graduatoria o recupero?","A. Entro i termini perentori indicati nei paragrafi 4.7, 4.8 e 4.9 del bando",A,True
"Secondo il bando, qual è la conseguenza per chi non rispetta le scadenze di pagamento per le procedure di ammissione?","C. Esclusione dalla procedura, indipendentemente dal motivo.",C,True
Qual è la data limite per la candidatura alla seconda selezione?,"C. 15 luglio 2024, ore 13.00",C,True
Quando è possibile effettuare l'immatricolazione per chi è stato ammesso alla selezione ordinaria?,D. Dal 25 luglio 2024 al 30 luglio 2024 compreso,D,True
"In base al bando, quanti posti sono disponibili per il corso di Scienze Politiche, Sociali e Internazionali (SPOSI) per i cittadini italiani, dell'Unione Europea e categorie equiparate nella prima selezione?",A. 300,B,False
"Secondo il bando, entro quale data un studente con un diploma sperimentale in 4 anni deve aver conseguito il diploma di scuola secondaria superiore?",C. 30 dicembre 2024,C,True
In quale situazione è possibile iscriversi contemporaneamente a due corsi di studi presso l'Università di Bologna?,"B. Se già iscritto ad un corso universitario (Università di Bologna o altro Ateneo) e non si intende rinunciare, trasferirsi o effettuare un passaggio di corso.",C,False
"Per la prima selezione del corso, quali TOLC -E sono validi?",C. I TOLC -E svolti tra il 1° gennaio 2023 e il 29 aprile 2024 compresi,C,True
Per quali studenti è possibile richiedere un tempo aggiuntivo del 50% per la prova TOLC -E?,B.  Studenti con invalidità civile e/o handicap ai sensi della L. 104/1992,B,True
Quando è possibile candidarsi alla seconda selezione per l'ammissione ai corsi?,"C. Dal 4 marzo 2024 al 30 aprile 2024, ore 13:00",C,True
Quando è possibile candidarsi per la selezione straordinaria per l'ammissione ai corsi di laurea?,"D. Dal 10 settembre 2024 al 19 settembre 2024, ore 13:00",D,True
"Qual è la data limite per il conseguimento del titolo di studio, se non è ancora stato conseguito al momento della candidatura?",D. 30 dicembre 2024,D,True
Qual è la data limite per la presentazione di un certificato di conoscenza della lingua italiana per i cittadini non-UE residenti all'estero che partecipano alla prima selezione?,B. 22/04/2024,B,True
"Qual è il punteggio minimo TOLC-E, pesato secondo i criteri descritti, richiesto per la seconda selezione?",C. 6/36,C,True
"In caso di parità di punteggio nella graduatoria per un corso di studi, quale criterio viene utilizzato per stabilire l'ordine di merito?","B. L'età anagrafica, con la persona più giovane che precede.",B,True
"Secondo il bando, quando viene pubblicata la graduatoria per la selezione straordinaria?",A. 2 ottobre 2024,C,False
