domanda,risposta_gold,risposta,se_corretta
Qual è il tipo di accesso numero programmato utilizzato per questo corso?,C. TOLC-I,C,True
Qual è la principale funzione del Coordinatore del Corso?,A. La pianificazione degli indirizzi del Consiglio.,D,False
Qual è la durata del tirocinio curriculare?,C. 150 ore,C,True
Qual è il valore di 1 CFU in ore?,A. 25,A,True
Qual è il periodo in cui si può presentare domanda per ottenere lo status di studente lavoratore?,"B. Dal 4 settembre al 4 ottobre 2024, o dal 19 dicembre 2024 al 31 gennaio 2025",B,True
Qual è il periodo in cui si possono iscrivere alla selezione II per l'accesso al corso?,C. Dal 02/05/2024 al 15/07/2023 alle 13:00.,C,True
Qual è il corso di laurea in Ingegneria Scienze Informatiche?,"A. Il corso di laurea in Ingegneria Scienze Informatiche fornisce un'ampia formazione in diverse aree di specializzazione, tra cui la programmazione, la gestione di sistemi e la teoria dei sistemi.",C,False
Qual è l'obiettivo principale del piano didattico del corso di laurea?,D. Demonstrar la capacità di applicare e comunicare le conoscenze acquisite nel Corso di Studio stesso.,D,True
Qual è l'obiettivo principale del corso di Ingegneria Scienze Informatiche?,A. Descrivere la struttura del corso.,A,True
Qual è il principale servizio pensato per supportare gli studenti nel loro percorso universitario?,A. La mia e-mail Studenti,A,True
Qual è l'indirizzo della sede del corso in Cesena?,"C. Via Montalti 69, 47521 Cesena (FC)",C,True
Qual è la normativa per la presentazione della richiesta di riconoscimento attività lavorativa o extra-universitaria in sostituzione del tirocinio?,A. La normativa per la presentazione della richiesta di riconoscimento attività lavorativa o extra-universitaria in sostituzione del tirocinio è definita nell’articolo 12 del Regolamento universitario.,A,True
Qual è il principale vantaggio del corso di Ingegneria Scienze Informatiche secondo l'autore?,C. La possibilità di continuare un eventuale corso magistrale.,D,False
Qual è il periodo in cui devi iscriverti al corso di studio?,D. Fino al conseguimento del titolo accademico.,D,True
Qual è il servizio universitario che fornisce informazioni sull'organizzazione degli eventi e attività studentesche?,A. Studiare all'estero,C,False
Qual è la possibilità di iniziare un percorso di specializzazione verso tematiche di specifico interesse dello studente in questo corso?,D. Ampia scelta di corsi complementari in numerosi ambiti.,D,True
Qual è l'obiettivo principale del corso di laurea in Ingegneria e Scienze Informatiche?,A. Fornire una cultura scientifica e ingegneristica di base e una conoscenza approfondita delle tecniche e metodologie di progettazione e di strumenti attuali per la realizzazione di soluzioni informatiche.,A,True
Qual è l'obiettivo del corso di Ingegneria Scienze Informatiche?,D. Fornire una cultura scientifica e ingegneristica di base e una conoscenza approfondita delle tecniche e metodologie di progettazione e degli strumenti più attuali per la realizzazione di soluzioni informatiche.,D,True
Qual è il periodo di elezione dei rappresentanti degli studenti per il corso di Studio in Ingegneria e Scienze Informatiche?,A. Periodicamente gli studenti del Corso eleggono i propri rappresentanti per proporre e sostenere le proprie istanze presso il Consiglio di Corso.,A,True
Qual è il compito della Commissione di gestione Assicurazione di Qualità del Corso?,D. Verificare l'attuazione delle azioni di miglioramento e monitorare l'andamento delle carriere degli studenti.,D,True
Qual è il nome del docente inserito nel testo?,A. Non inserito nel testo,A,True
Qual è l'obiettivo principale del nuovo ordinamento didattico del Corso di Laurea in Ingegneria e scienze informatiche?,C. La conservazione della struttura del corso,B,False
Il laureato è in grado di eseguire...,B. Il laureato è in grado di eseguire...,A,False
Qual è la principale funzione del corso di laurea in Ingegneria e Scienze Informatiche?,"B. Progettare, sviluppare e gestire sistemi e applicazioni in ambito informatico",B,True
Qual è il nuovo regolamento per l'uso del Marchio dell'Ateneo?,A. Il nuovo regolamento consente di inserire il marchio sulla copertina e sul frontespizio della prova finale.,A,True
Qual è l'evento che è stato recentemente aperto?,D. Il corso di laurea in Ingegneria e Scienze Informatiche e del Corso di laurea a orientamento professionale in Tecnologie dei Sistemi Informatici,D,True
Qual è il principale compito della segreteria studentesca in questo contesto?,C. La gestione delle carriere degli studenti iscritti al Corso.,C,True
Qual è la durata del tirocinio curriculare?,C. La durata del tirocinio curriculare è pari a 25 ore per ogni credito formativo attribuito a questo tipo di attività nel piano didattico del Corso.,C,True
Qual è l’obiettivo principale di questo corso di tirocinio?,A. Caricare la domanda di tirocinio su https://tirocini.unibo.it,C,False
Il presente regolamento contiene quali tipi di tirocini curriculari?,"B. tirocinio curriculare, tirocinio in preparazione della prova finale, tirocinio professionalizzante post laurea",B,True
Qual è l'obiettivo principale del tirocinio curriculare?,D. Aquire competenze professionalizzanti attraverso l'esecuzione di attività pratiche.,D,True
Qual è lo scopo della relazione di tirocinio in questo corso?,C. Illustrare il contesto in cui è stato effettuato il tirocinio e elencare le attività svolte.,C,True
Qual è la principale funzione del laureato in questo corso?,D. Conoscere e applicare conoscenze e competenze di comprensione.,D,True
Qual è il titolo di studio rilasciato al termine di un corso di studio in Ingegneria e Scienze Informatiche?,A. Dottore in Ingegneria e Scienze Informatiche,A,True
