domanda,risposta_gold,risposta,se_corretta
A cosa possono rivolgersi gli studenti dell'Università di Bologna per ricevere supporto relativo alle attività didattiche e integrative?,A. I tutor dei Corsi di Studio,A,True
Qual è il tipo di accesso richiesto per il corso di laurea in Sviluppo e Cooperazione Internazionale?,D. Numero programmato - TOLC-E,D,True
Quando è possibile iscriversi alla selezione straordinaria per l'accesso al CdS SVIC per l'anno accademico 2024-2025?,C. Dal 10 settembre al 19 settembre 2024,C,True
Quale evento accademico si svolge il 2 ottobre 2024 presso l'università?,A. Il Welcome Day SVIC e il seminario “Il sistema agroalimentare interamericano”,A,True
"Quale tra i tre corsi di laurea si concentra principalmente sullo studio delle scienze sociali, con particolare attenzione alla scienza politica e alla sociologia, fornendo agli studenti gli strumenti per analizzare il comportamento individuale e di gruppo nell'arena politica e nella vita sociale?","D. Scienze Politiche, Sociali e Internazionali (SPOSI)",D,True
Quale delle seguenti affermazioni descrive correttamente la caratteristica principale del Corso di Scienze Internazionali e Diplomatiche (SID)?,C. Forte vocazione all'internazionalizzazione tipica dei Corsi imperniati sulle Relazioni Internazionali.,C,True
A quale classe di laurea appartiene il corso di laurea SVIC?,"A. L-37, Scienze sociali per la cooperazione, lo sviluppo e la pace",A,True
In quale anno è possibile accedere al programma di scambio di Buenos Aires per il corso di laurea in Scienze Politiche Sociali Internazionali?,A. Al primo anno,B,False
Quale tra le seguenti NON è una funzione esercitata dal Consiglio di Corso?,C.  predisposizione dei calendari e delle commissioni degli esami di laurea,B,False
"Per ottenere il riconoscimento dello status di “studente lavoratore” all'Università di Bologna nell'anno accademico 2024/2025, quali sono i requisiti essenziali?","D. Studiare in un corso di Laurea, Laurea Magistrale a ciclo unico o Laurea Magistrale e aver svolto un'attività lavorativa per almeno 3 mesi con un impegno di almeno 4 ore la settimana o per almeno 30 giornate lavorative nei dodici mesi antecedenti alla scadenza dell'avviso.",D,True
Quali servizi di supporto vengono offerti ai studenti per migliorare il loro apprendimento?,D. Servizi di tutorato dedicati per attività di supporto peer to peer.,D,True
"Per poter partecipare alle selezioni per il Corso di Laurea in Sviluppo e cooperazione internazionale, è necessario sostenere:",C. Il TOLC-E,C,True
Quando è possibile sostenere il TOLC per l'a.a. 2024/25 presso l'Università di Bologna?,D. Tra febbraio e luglio 2024,D,True
Qual è la data limite per l'inserimento dell'attestazione ISEE per evitare il pagamento della mora?,B. 30 ottobre 2024 ore 18:00,B,True
A chi è rivolta la selezione straordinaria per i corsi di laurea a numero programmato per l'anno accademico 2024/2025?,"B. Cittadini italiani, cittadini dell'Unione Europea, cittadini non-UE equiparati e cittadini non-UE residenti all'estero che devono concorrere con cittadini dell'UE",B,True
"Secondo il bando di ammissione A.A. 2024/2025, entro quale data i cittadini non-UE residenti all'estero devono presentare il certificato di conoscenza della lingua italiana?",D. 16/09/2024,D,True
"Secondo il bando di ammissione A.A. 2024/2025, entro quale data è necessario immatricolarsi, in caso di vittoria in graduatoria o recupero?","C. Entro i termini perentori indicati nei paragrafi 4.7, 4.8 e 4.9 del bando",C,True
"Secondo il bando, qual è la conseguenza per chi non rispetta le scadenze di pagamento per le procedure di ammissione?","A. Esclusione dalla procedura, indipendentemente dal motivo.",A,True
Qual è la data limite per la candidatura alla seconda selezione?,"A. 15 luglio 2024, ore 13.00",A,True
Quando è possibile effettuare l'immatricolazione per chi è stato ammesso alla selezione ordinaria?,A. Dal 25 luglio 2024 al 30 luglio 2024 compreso,A,True
"In base al bando, quanti posti sono disponibili per il corso di Scienze Politiche, Sociali e Internazionali (SPOSI) per i cittadini italiani, dell'Unione Europea e categorie equiparate nella prima selezione?",A. 300,C,False
"Secondo il bando, entro quale data un studente con un diploma sperimentale in 4 anni deve aver conseguito il diploma di scuola secondaria superiore?",D. 30 dicembre 2024,D,True
In quale situazione è possibile iscriversi contemporaneamente a due corsi di studi presso l'Università di Bologna?,"C. Se già iscritto ad un corso universitario (Università di Bologna o altro Ateneo) e non si intende rinunciare, trasferirsi o effettuare un passaggio di corso.",D,False
"Per la prima selezione del corso, quali TOLC -E sono validi?",A. I TOLC -E svolti tra il 1° gennaio 2023 e il 29 aprile 2024 compresi,A,True
Per quali studenti è possibile richiedere un tempo aggiuntivo del 50% per la prova TOLC -E?,B.  Studenti con invalidità civile e/o handicap ai sensi della L. 104/1992,B,True
Quando è possibile candidarsi alla seconda selezione per l'ammissione ai corsi?,"C. Dal 4 marzo 2024 al 30 aprile 2024, ore 13:00",C,True
Quando è possibile candidarsi per la selezione straordinaria per l'ammissione ai corsi di laurea?,"D. Dal 10 settembre 2024 al 19 settembre 2024, ore 13:00",D,True
"Qual è la data limite per il conseguimento del titolo di studio, se non è ancora stato conseguito al momento della candidatura?",D. 30 dicembre 2024,D,True
Qual è la data limite per la presentazione di un certificato di conoscenza della lingua italiana per i cittadini non-UE residenti all'estero che partecipano alla prima selezione?,D. 22/04/2024,D,True
"Qual è il punteggio minimo TOLC-E, pesato secondo i criteri descritti, richiesto per la seconda selezione?",C. 6/36,C,True
"In caso di parità di punteggio nella graduatoria per un corso di studi, quale criterio viene utilizzato per stabilire l'ordine di merito?","B. L'età anagrafica, con la persona più giovane che precede.",B,True
"Secondo il bando, quando viene pubblicata la graduatoria per la selezione straordinaria?",B. 2 ottobre 2024,B,True
"In quale delle seguenti situazioni un candidato risulta ""Idoneo"" alla selezione?",C. Ha ottenuto un punteggio di almeno 6/36 ma non rientra nei posti disponibili.,C,True
Cosa succede se un candidato risulta “Vincitore” in una graduatoria per un corso di riserva ma non si immatricola?,A. Può immatricolarsi al corso di riserva e dichiarare il proprio interesse per un eventuale spostamento nel corso di maggior interesse.,D,False
Quando è possibile dichiarare l'interesse al recupero per la seconda selezione?,B. Dal 25 luglio 2024 al 30 luglio 2024,B,True
Quando è possibile dichiarare l'interesse allo spostamento per la seconda selezione?,B. Dal 25 luglio 2024 al 30 luglio 2024,B,True
Qual è la data limite per ottenere il diploma di scuola secondaria se si è immatricolati all'università senza averlo ancora conseguito?,B. 30 dicembre 2024,B,True
Qual è la data limite per attivare la carriera universitaria dopo l'immatricolazione?,B. 28 febbraio 2025,B,True
Entro quale data un studente deve richiedere il riconoscimento di precedenti carriere universitarie concluse?,C. 28 novembre 2024,C,True
"Per ottenere le agevolazioni sulla contribuzione studentesca (esonero totale o contributo ridotto) in funzione dell'ISEE, qual è il periodo temporale entro cui i CFU devono essere stati acquisiti?",C. 16/05/2024 – 23/05/2024,A,False
In quale periodo è possibile richiedere il passaggio di corso per la selezione straordinaria?,B. Dal 2 ottobre 2024 al 7 ottobre 2024,C,False
"Per ottenere l'esonero totale o la riduzione della contribuzione studentesca, qual è il periodo temporale considerato per il calcolo dei CFU necessari?",B. 1° agosto 2023 - 10 agosto 2024,B,True
Entro quale periodo di tempo il Consiglio di Corso di studi di destinazione valuterà i crediti acquisiti nella carriera di provenienza?,B. Successivamente alla conclusione della procedura di trasferimento,B,True
"Per essere considerato valido per l'accesso ai corsi di questo bando, un TOLC-E deve essere sostenuto:","A. tra il 1° gennaio 2023 e il 29 aprile 2024 per la prima selezione, tra il 1° gennaio 2023 e il 12 luglio 2024 per la seconda selezione, o tra il 1° gennaio 2023 e il 18 settembre 2024 per l'eventuale selezione straordinaria.",A,True
Qual è l'importo della parte fissa della contribuzione studentesca per l'iscrizione a un corso di studi all'Università di Bologna?,"B. 157,04 €",B,True
"Secondo il bando, qual è il criterio fondamentale per determinare il numero minimo di CFU richiesti per accedere ai benefici ER.GO?","D. L'anno di prima immatricolazione all'università, anche se presso un altro ateneo.",D,True
In quale periodo l'Università di Bologna sarà chiusa per ferie estive?,D. Dal lunedì 12 agosto al venerdì 16 agosto 2024,D,True
"Secondo il bando, qual è la modalità di pagamento per l'iscrizione al TOLC?",C. Seguendo le modalità indicate sulla piattaforma PagoPA,C,True
Quando è possibile candidarsi alla seconda selezione per l'ammissione al corso?,"C. Dal 2 maggio 2024 al 15 luglio 2024, ore 13.00",C,True
Quando è possibile presentare la domanda di immatricolazione per la selezione straordinaria?,C. Dal 2 ottobre 2024 al 7 ottobre 2024 compreso,B,False
"Secondo il bando, in quale periodo è possibile immatricolarsi o passare a un altro corso per chi ha necessità di recuperare o spostare il proprio percorso di studi?",C. Dal 2 ottobre 2024 al 7 ottobre 2024 compresi,C,True
"Secondo il bando, entro quale data deve essere conseguito il diploma di scuola secondaria superiore da parte degli studenti che si iscrivono con uno dei titoli elencati in 3.2.a?",A. 30 dicembre 2024,A,True
"Secondo il bando, in quale situazione è possibile iscriversi contemporaneamente a due corsi di studi all'Università di Bologna?",A. Se previsto dalla legge n. 33 del 12 aprile 2022.,A,True
"Per la prima selezione, quali TOLC -E sono validi per l'ammissione?",C. I TOLC -E svolti tra il 1° gennaio 2023 e il 29 aprile 2024 compresi,C,True
Per quali studenti è possibile richiedere un tempo aggiuntivo del 50% per la prova TOLC?,B. Studenti con invalidità civile e/o handicap ai sensi della L. 104/1992,B,True
Qual è il termine ultimo per la candidatura alla prima selezione?,"D. 30 aprile 2024, ore 13.00",D,True
Quando è possibile candidarsi per la seconda selezione per l'ammissione ai corsi di laurea?,"A. Dal 2 maggio 2024 al 15 luglio 2024, ore 13:00",A,True
Qual è la data limite per il conseguimento del titolo di studio per i candidati che non lo hanno ancora ottenuto al momento della candidatura?,D. 30 dicembre 2024,D,True
Qual è la data limite per la presentazione di un certificato di conoscenza della lingua italiana per i cittadini non UE residenti all'estero che partecipano alla prima selezione?,D. 22/04/2024,D,True
"Qual è il punteggio minimo TOLC-E, pesato secondo i criteri descritti, richiesto per accedere alla seconda selezione?",D. 6/36,D,True
"In caso di parità di punteggio nella graduatoria per un corso di studi, quale criterio viene utilizzato per stabilire l'ordine di merito?","A. L'età anagrafica, con la persona più giovane che precede.",A,True
Secondo il bando,"A. Al corso di riserva, seguendo le modalità e le scadenze indicate nella Sezione 4.7, e dichiarare il proprio interesse a spostarsi nel corso di maggior interesse.",A,True
"In quale delle seguenti situazioni un candidato risulta ""Idoneo"" alla selezione?",C. Ha ottenuto un punteggio di almeno 6/36 ma non rientra nei posti disponibili.,C,True
Cosa succede a un candidato che risulta “Vincitore” in una graduatoria per un corso di studio di riserva?,"C. Può immatricolarsi al corso di riserva e, se lo desidera, dichiarare il proprio interesse allo spostamento nel corso di maggior interesse.",C,True
Quando è possibile dichiarare l'interesse al recupero per la seconda selezione?,A. Dal 25 luglio 2024 al 30 luglio 2024,A,True
Quando è possibile dichiarare l'interesse allo spostamento per la seconda selezione?,B. Dal 25 luglio 2024 al 30 luglio 2024,B,True
Qual è la data limite per l'attivazione della carriera universitaria per gli studenti che hanno ottenuto un posto a seguito della procedura di recupero nella seconda selezione?,B. 26 agosto 2024,B,True
"Entro quale data è necessario attivare la carriera universitaria dopo l'immatricolazione, pena l'annullamento dell'immatricolazione stessa?",A. 28 febbraio 2025,A,True
Entro quale data un studente deve richiedere il riconoscimento di precedenti carriere universitarie concluse?,B. 28 novembre 2024,B,True
"Per ottenere le agevolazioni sulla contribuzione studentesca in funzione dell'ISEE, qual è il periodo temporale entro cui devono essere stati acquisiti i CFU riconosciuti?",C. 16/05/2024 – 23/05/2024,B,False
In quale periodo è possibile richiedere il passaggio di corso per la selezione straordinaria?,A. Dal 2 ottobre 2024 al 7 ottobre 2024,C,False
Per quali periodi di tempo sono considerati validi i CFU per ottenere agevolazioni sulla contribuzione studentesca?,D. Dal 1° agosto 2023 al 10 agosto 2024,D,True
"In base al testo, entro quale data è possibile presentare domanda di trasferimento in uscita dall'ateneo di provenienza?",C. Dopo l'immatricolazione,C,True
In che anno è possibile sostenere il TOLC a distanza (“TOLC@CASA”) per candidarsi al contingente “cittadini non -UE residenti all’estero”?,D. 2024,D,True
Qual è l'importo della parte fissa della contribuzione studentesca per l'iscrizione a un corso di studi all'Università di Bologna?,"D. 157,04 €",D,True
Qual è il criterio determinante per il numero minimo di CFU richiesti per accedere ai benefici ER.GO?,"B. L'anno di prima immatricolazione all'università, anche se avvenuta presso un altro Ateneo.",B,True
In quale delle seguenti date l'Ufficio Contribuzioni Studentesche di Bologna sarà chiuso?,A. venerdì 29 marzo 2024,B,False
"Secondo il bando, qual è la modalità di pagamento prevista per l'iscrizione al TOLC?",A. Seguendo le modalità indicate sulla piattaforma PagoPA tramite Studenti Online,A,True
Qual è la data limite per la candidatura alla seconda selezione del TOLC-E?,A. 15 luglio 2024,A,True
"Quando è possibile presentare domanda per l'immatricolazione, anche in caso di trasferimento o passaggio di corso, durante la selezione ordinaria?",B. Dal 25 luglio 2024 al 30 luglio 2024 compreso,B,True
"Secondo il bando, in quale periodo è possibile immatricolarsi a un corso di laurea, anche in caso di trasferimento o passaggio di corso, per i candidati che hanno necessità di recuperare o spostare il proprio posto?",C. Dal 2 ottobre 2024 al 7 ottobre 2024 compresi,D,False
"Secondo il bando, entro quale data un studente con un diploma sperimentale in 4 anni deve aver conseguito il diploma di scuola secondaria superiore?",D. 30 dicembre 2024,D,True
"Secondo il bando, in quale situazione è possibile iscriversi contemporaneamente a due corsi di studi presso l'Università di Bologna?","D. Se già iscritto ad un corso universitario (Università di Bologna o altro Ateneo) e non si intende rinunciare, trasferirsi o effettuare un passaggio di corso.",D,True
"Per la prima selezione, quali TOLC -E sono validi per l'ammissione?",C.  I TOLC -E svolti tra il 1° gennaio 2023 e il 29 aprile 2024 compresi,C,True
Per quali studenti è possibile richiedere un tempo aggiuntivo del 50% durante la prova TOLC -E?,D. Studenti con invalidità civile e/o handicap ai sensi della L. 104/1992,D,True
Qual è il termine ultimo per la candidatura alla prima selezione per l'ammissione ai corsi?,"C. 30 aprile 2024, ore 13:00",C,True
Quando è possibile candidarsi per la seconda selezione per l'ammissione ai corsi di laurea?,"C. Dal 2 maggio 2024 al 15 luglio 2024, ore 13:00",C,True
"Qual è la data limite per il conseguimento del titolo di studio, se non è ancora stato conseguito al momento della candidatura?",B. 30 dicembre 2024,B,True
"Qual è la data limite per presentare un certificato di conoscenza della lingua italiana per la seconda selezione, se si è un cittadino non UE residente all'estero?",D. 08/07/2024,D,True
"Qual è il punteggio minimo TOLC-E, pesato secondo i criteri descritti, richiesto per la seconda selezione?",C. 6/36,C,True
"In caso di parità di punteggio nella graduatoria per un corso di studi, quale criterio viene utilizzato per stabilire la precedenza?","B. L'età anagrafica, con la persona più giovane che ha la precedenza.",B,True
"Secondo il bando, in quale data verrà pubblicata la graduatoria per la selezione straordinaria?",C. 2 ottobre 2024,C,True
"In quale delle seguenti situazioni un candidato otterrebbe la dicitura ""Idoneo"" nella graduatoria?",C.  Ha ottenuto un punteggio di almeno 6/36 ma non rientra nei posti disponibili.,C,True
Cosa succede se un candidato risulta “Vincitore” in una graduatoria per un corso di riserva ma non si immatricola a quel corso?,B. Può immatricolarsi al corso di riserva e dichiarare il proprio interesse allo spostamento nel corso di maggior interesse.,B,True
Quando è possibile dichiarare l'interesse al recupero per la seconda selezione?,B. Dal 25 luglio 2024 al 30 luglio 2024,B,True
Quando è possibile dichiarare l'interesse allo spostamento per la seconda selezione?,D. Dal 25 luglio 2024 al 30 luglio 2024,D,True
Qual è la data limite per attivare la carriera universitaria per gli studenti che hanno ottenuto un posto a seguito della seconda selezione?,D. 26 agosto 2024,D,True
Qual è la data limite per attivare la carriera universitaria dopo l'immatricolazione?,C. 28 febbraio 2025,C,True
"Secondo le informazioni fornite, entro quale data un studente deve richiedere il riconoscimento di precedenti carriere universitarie concluse?",B. 28 novembre 2024,B,True
"Per ottenere le agevolazioni sulla contribuzione studentesca in funzione dell'ISEE, quale periodo temporale di acquisizione dei CFU è considerato valido?",B. 01/08/2023 – 31/07/2024,D,False
In quale periodo è possibile richiedere il passaggio di corso per la selezione straordinaria?,A. Dal 2 ottobre 2024 al 7 ottobre 2024,A,True
"Per ottenere l'esonero totale o la riduzione della contribuzione studentesca, qual è il periodo temporale considerato per il calcolo dei CFU?",B. Dal 1° agosto 2023 al 10 agosto 2024,B,True
"In base al testo, entro quale data è possibile presentare domanda di trasferimento in uscita dall'ateneo di provenienza dopo l'immatricolazione?",C. Non esiste una data limite specifica per la presentazione della domanda di trasferimento in uscita.,B,False
"In quale periodo è possibile sostenere il TOLC a distanza (“TOLC@CASA”) per candidarsi al contingente “cittadini italiani, cittadini dell’Unione Europea, cittadini non -UE equiparati”?",A. Dal 1° gennaio 2023 al 31 dicembre 2023,A,True
Qual è l'importo fisso della contribuzione studentesca per l'iscrizione a un corso di studi all'Università di Bologna?,"D. 157,04 €",D,True
"Secondo il bando, quale criterio viene utilizzato per determinare il numero minimo di CFU richiesti per accedere ai benefici ER.GO?","B. L'anno di prima immatricolazione all'università, anche se avvenuta presso un altro ateneo.",B,True
In quale periodo l'Università di Bologna rimane chiusa per la chiusura estiva?,C. Dal lunedì 12 agosto al venerdì 16 agosto 2024,C,True
Quale tra questi servizi NON è offerto per gli studenti del corso di laurea in Sviluppo e Cooperazione Internazionale?,B. Servizi di orientamento,D,False
Quale risorsa è dedicata agli studenti con disabilità e DSA?,D. [Servizi per gli studenti con disabilità e con DSA](http://www.studentidisabili.unibo.it/),D,True
Quando gli studenti del secondo e terzo anno del corso di SVIC devono presentare il piano di studi?,D. Quando il piano didattico prevede un gruppo di scelta,D,True
"Secondo le informazioni fornite, in quale situazione è possibile sostenere un esame inserito nel piano di studi a gennaio, anche se le lezioni si svolgono nel secondo semestre?",A. Se l'esame è stato inserito nel piano di studi nel semestre precedente.,D,False
Quale delle seguenti informazioni NON è disponibile sul sito web del corso di laurea in Sviluppo e Cooperazione Internazionale?,A. I nomi dei docenti che insegnano nel corso,C,False
Quali informazioni riguardanti il corso di laurea in Sviluppo Cooperazione Internazionale sono disponibili sul sito web dell'Università di Bologna?,"D. Sistema di assicurazione di qualità, informazioni sulle aule e laboratori e il numero di studenti iscritti.",C,False
Quale dei seguenti servizi NON è disponibile per gli studenti tramite il portale 'Servizi Online' dell'Università di Bologna?,B. AlmaEsami,C,False
Quale dei seguenti servizi NON è disponibile per gli studenti dell'Università di Bologna?,D. UniboImmagine,C,False
Quali sono le tre principali aree su cui si concentra la pagina per aiutare gli studenti a vivere al meglio durante il percorso universitario?,"C. Ridurre i costi, utilizzare i servizi e vivere al meglio",C,True
Quali tre piattaforme social vengono menzionate nel testo per seguire l'ateneo?,"D. Instagram, TikTok e YouTube",D,True
Quale delle seguenti app NON è menzionata come disponibile per gli studenti dell'Università di Bologna?,A. myUniBo,C,False
"A quale servizio dell'Università di Bologna puoi rivolgerti per ricevere informazioni su borse di studio, alloggi e mense?",D. ErGO – Ente Regionale per il Diritto allo Studio,D,True
Quale servizio universitario si occupa dell'assistenza agli studenti con disabilità o DSA?,A. Servizio per gli Studenti con Disabilità o con DSA,A,True
Quale servizio universitario offre supporto specifico per gli studenti che desiderano conciliare studio e carriera agonistica sportiva?,B. Servizio studente atleta,B,True
In quale giorno e orario è possibile incontrare il tutor di orientamento senza appuntamento?,C. Mercoledì 14.30-15.30,C,True
Dove si possono consegnare dei documenti presso l'ufficio di Filippo Re?,A. Via Zamboni 33 - 40126 Bologna BO,B,False
