domanda,risposta_gold,risposta,se_corretta
Qual è il tipo di accesso richiesto per il corso di Laurea in Matematica presso l'Università di Bologna?,D. Numero programmato - TOLC-I,D. Numero programmato - TOLC-I,True
Quale tra le seguenti NON è una funzione svolta dal Consiglio di Corso?,B.  Predisposizione dei calendari e delle commissioni degli esami di laurea.,C. Riconoscimento dei crediti.,False
"Per ottenere il riconoscimento dello status di “studente lavoratore” all'Università di Bologna nell'anno accademico 2024/2025, quali sono i requisiti essenziali?","A. Studiare in un corso di Laurea, Laurea Magistrale a ciclo unico o Laurea Magistrale e aver svolto un'attività lavorativa per almeno 3 mesi con un impegno di almeno 4 ore la settimana nei dodici mesi antecedenti alla scadenza dell'avviso, oppure per non meno di trenta giornate lavorative.","A. Studiare in un corso di Laurea, Laurea Magistrale a ciclo unico o Laurea Magistrale e aver svolto un'attività lavorativa per almeno 3 mesi con un impegno di almeno 4 ore la settimana nei dodici mesi antecedenti alla scadenza dell'avviso, oppure per non meno di trenta giornate lavorative.",True
Quali servizi di supporto sono offerti ai studenti all'interno di un singolo Corso di Studio?,C. Servizi di tutorato dedicati al supporto peer to peer.,D. Un programma di mentoring con studenti di anni superiori.,False
"In base al regolamento, quando può essere assegnato un voto di laurea magistrale di 5 o 6 punti?","C. Quando il relatore richiede un voto di 5 o 6 punti e il controrelatore, individuato dal Coordinatore, esprime il proprio parere positivo.","C. Quando il relatore richiede un voto di 5 o 6 punti e il controrelatore, individuato dal Coordinatore, esprime il proprio parere positivo.",True
Quale dei seguenti affermazioni riguardo al TOLC-I è FALSA?,C. Il TOLC-I è composto da 50 quesiti e dura 1 ora e 50 minuti.,"D. Il TOLC-I è necessario sostenere presso la stessa sede del Corso di tuo interesse.

The correct answer in Italian is:

D. È necessario sostenere presso la stessa sede del Corso di tuo interesse.",False
"Quanto tempo dura il test TOLC-I, uno dei tipi di TOLC previsti per l'accesso a questo corso?",D. 1 ora e 50 minuti,C. 1 ora e 20 minuti,False
Quanto costa l'iscrizione alla selezione per entrare in graduatoria per un corso di laurea presso l'Università di Bologna?,A. 20 €,C. 50 €,False
Quante posizioni totali sono disponibili per il corso di laurea in Scienze dei Materiali nell'ambito della selezione straordinaria per l'anno accademico 2024/2025?,B. 88,C. 54,False
Qual è la data limite per la presentazione del certificato di conoscenza della lingua italiana per la selezione straordinaria?,C. 23/09/2024,D. 16/09/2024,False
